date,mess_name,meal_type,menu_name,hostel_occupancy_pct,exam_day,holiday,special_event,temperature_c,rainfall_mm,humidity_pct,students_expected,students_present,food_prepared_kg,food_consumed_kg,food_wasted_kg,food_cost_per_kg
2025-01-02,Central Mess,Breakfast,Paratha,76.01,0,0,0,24.86,5.04,65.16,501,491,167.94,144.7,23.24,90
2025-01-02,Central Mess,Dinner,Khichdi,76.01,0,0,0,24.86,5.04,65.16,764,694,341.42,260.49,80.93,105
2025-01-02,Central Mess,Lunch,Biryani,76.01,0,0,0,24.86,5.04,65.16,1008,936,507.8,407.01,100.78,110
2025-01-02,Hostel A Mess,Breakfast,Paratha,80.19,0,0,0,24.86,5.04,65.16,420,379,143.17,108.44,34.73,90
2025-01-02,Hostel A Mess,Dinner,Chole_Bhature,80.19,0,0,0,24.86,5.04,65.16,670,632,287.84,238.44,49.4,105
2025-01-02,Hostel A Mess,Lunch,Biryani,80.19,0,0,0,24.86,5.04,65.16,792,719,389.83,308.78,81.05,110
2025-01-02,Hostel B Mess,Breakfast,Upma,80.06,0,0,0,24.86,5.04,65.16,421,380,142.01,112.03,29.98,90
2025-01-02,Hostel B Mess,Dinner,Roti_Dal,80.06,0,0,0,24.86,5.04,65.16,793,766,355.0,284.2,70.8,105
2025-01-02,Hostel B Mess,Lunch,Rajma_Rice,80.06,0,0,0,24.86,5.04,65.16,881,802,440.26,339.13,101.13,110
2025-01-02,North Mess,Breakfast,Poha,88.63,0,0,0,24.86,5.04,65.16,458,431,147.64,119.83,27.81,90
2025-01-02,North Mess,Dinner,Khichdi,88.63,0,0,0,24.86,5.04,65.16,686,670,306.85,260.06,46.8,105
2025-01-02,North Mess,Lunch,Paneer_Roti,88.63,0,0,0,24.86,5.04,65.16,905,852,435.03,360.94,74.09,110
2025-01-02,South Mess,Breakfast,Paratha,83.3,0,0,0,24.86,5.04,65.16,441,420,146.65,116.66,29.99,90
2025-01-02,South Mess,Dinner,Chole_Bhature,83.3,0,0,0,24.86,5.04,65.16,782,745,333.24,293.46,39.78,105
2025-01-02,South Mess,Lunch,Paneer_Roti,83.3,0,0,0,24.86,5.04,65.16,815,770,395.98,322.29,73.69,110
2025-01-03,Academic Block Mess,Breakfast,Upma,96.73,0,0,0,30.46,0.14,54.67,343,313,115.68,88.43,27.25,90
2025-01-03,Academic Block Mess,Dinner,Chole_Bhature,96.73,0,0,0,30.46,0.14,54.67,661,596,278.94,222.24,56.7,105
2025-01-03,Academic Block Mess,Lunch,Rice_Dal,96.73,0,0,0,30.46,0.14,54.67,706,694,338.32,293.54,44.78,110
2025-01-03,Central Mess,Breakfast,Idli_Dosa,79.43,0,0,0,30.46,0.14,54.67,519,499,169.0,141.06,27.94,90
2025-01-03,Central Mess,Dinner,Chole_Bhature,79.43,0,0,0,30.46,0.14,54.67,984,908,433.52,344.73,88.79,105
2025-01-03,Central Mess,Lunch,Veg_Pulao,79.43,0,0,0,30.46,0.14,54.67,873,853,414.03,358.02,56.01,110
2025-01-03,Hostel A Mess,Breakfast,Upma,83.09,0,0,0,30.46,0.14,54.67,353,331,120.4,95.5,24.91,90
2025-01-03,Hostel A Mess,Dinner,Khichdi,83.09,0,0,0,30.46,0.14,54.67,608,593,272.8,222.09,50.71,105
2025-01-03,Hostel A Mess,Lunch,Rice_Dal,83.09,0,0,0,30.46,0.14,54.67,698,679,343.02,297.89,45.13,110
2025-01-03,Hostel B Mess,Breakfast,Idli_Dosa,81.39,0,0,0,30.46,0.14,54.67,473,463,156.7,131.8,24.9,90
2025-01-03,Hostel B Mess,Dinner,Fried_Rice,81.39,0,0,0,30.46,0.14,54.67,813,749,363.29,292.76,70.54,105
2025-01-03,Hostel B Mess,Lunch,Rice_Dal,81.39,0,0,0,30.46,0.14,54.67,918,880,466.01,376.9,89.11,110
2025-01-03,North Mess,Breakfast,Upma,77.73,0,0,0,30.46,0.14,54.67,400,378,127.55,104.44,23.12,90
2025-01-03,North Mess,Dinner,Fried_Rice,77.73,0,0,0,30.46,0.14,54.67,690,657,294.76,256.57,38.19,105
2025-01-03,North Mess,Lunch,Paneer_Roti,77.73,0,0,0,30.46,0.14,54.67,923,842,461.45,351.82,109.63,110
2025-01-03,South Mess,Breakfast,Paratha,86.79,0,0,0,30.46,0.14,54.67,426,388,135.61,114.65,20.97,90
2025-01-03,South Mess,Dinner,Fried_Rice,86.79,0,0,0,30.46,0.14,54.67,658,647,276.95,248.15,28.79,105
2025-01-03,South Mess,Lunch,Rice_Dal,86.79,0,0,0,30.46,0.14,54.67,764,721,381.5,320.2,61.3,110
2025-01-04,Academic Block Mess,Breakfast,Idli_Dosa,88.05,0,0,0,25.48,2.4,54.63,275,260,92.3,76.12,16.17,90
2025-01-04,Academic Block Mess,Dinner,Pasta,88.05,0,0,0,25.48,2.4,54.63,474,455,206.22,177.3,28.92,105
2025-01-04,Academic Block Mess,Lunch,Rajma_Rice,88.05,0,0,0,25.48,2.4,54.63,591,564,301.54,235.62,65.91,110
2025-01-04,Central Mess,Breakfast,Idli_Dosa,86.34,0,0,0,25.48,2.4,54.63,424,416,142.29,117.18,25.11,90
2025-01-04,Central Mess,Dinner,Fried_Rice,86.34,0,0,0,25.48,2.4,54.63,606,566,270.44,217.05,53.39,105
2025-01-04,Central Mess,Lunch,Paneer_Roti,86.34,0,0,0,25.48,2.4,54.63,775,708,370.83,313.99,56.84,110
2025-01-04,Hostel A Mess,Breakfast,Upma,84.47,0,0,0,25.48,2.4,54.63,280,272,92.23,78.69,13.54,90
2025-01-04,Hostel A Mess,Dinner,Chole_Bhature,84.47,0,0,0,25.48,2.4,54.63,551,526,233.31,204.26,29.05,105
2025-01-04,Hostel A Mess,Lunch,Veg_Pulao,84.47,0,0,0,25.48,2.4,54.63,523,505,251.4,220.12,31.28,110
2025-01-04,Hostel B Mess,Breakfast,Upma,85.93,0,0,0,25.48,2.4,54.63,324,296,110.45,86.67,23.77,90
2025-01-04,Hostel B Mess,Dinner,Chole_Bhature,85.93,0,0,0,25.48,2.4,54.63,654,594,289.19,221.44,67.75,105
2025-01-04,Hostel B Mess,Lunch,Rajma_Rice,85.93,0,0,0,25.48,2.4,54.63,745,724,380.56,305.51,75.04,110
2025-01-04,North Mess,Breakfast,Upma,86.91,0,0,0,25.48,2.4,54.63,315,306,105.85,88.58,17.27,90
2025-01-04,North Mess,Dinner,Khichdi,86.91,0,0,0,25.48,2.4,54.63,494,462,218.85,173.46,45.39,105
2025-01-04,North Mess,Lunch,Veg_Pulao,86.91,0,0,0,25.48,2.4,54.63,630,575,311.35,247.36,63.99,110
2025-01-04,South Mess,Breakfast,Upma,80.42,0,0,0,25.48,2.4,54.63,270,253,86.75,71.78,14.96,90
2025-01-04,South Mess,Dinner,Fried_Rice,80.42,0,0,0,25.48,2.4,54.63,527,518,230.46,195.39,35.08,105
2025-01-04,South Mess,Lunch,Rajma_Rice,80.42,0,0,0,25.48,2.4,54.63,605,565,302.66,239.19,63.47,110
2025-01-05,Academic Block Mess,Breakfast,Idli_Dosa,84.31,0,0,0,27.62,7.11,72.73,300,294,100.25,82.21,18.03,90
2025-01-05,Academic Block Mess,Dinner,Chole_Bhature,84.31,0,0,0,27.62,7.11,72.73,514,489,218.57,192.9,25.66,105
2025-01-05,Academic Block Mess,Lunch,Paneer_Roti,84.31,0,0,0,27.62,7.11,72.73,551,505,282.22,216.36,65.85,110
2025-01-05,Central Mess,Breakfast,Sandwich,80.63,0,0,0,27.62,7.11,72.73,341,328,113.39,97.01,16.39,90
2025-01-05,Central Mess,Dinner,Roti_Dal,80.63,0,0,0,27.62,7.11,72.73,644,596,277.54,226.47,51.08,105
2025-01-05,Central Mess,Lunch,Rice_Dal,80.63,0,0,0,27.62,7.11,72.73,717,671,352.55,280.31,72.24,110
2025-01-05,Hostel A Mess,Breakfast,Idli_Dosa,86.45,0,0,0,27.62,7.11,72.73,322,291,101.48,80.63,20.85,90
2025-01-05,Hostel A Mess,Dinner,Fried_Rice,86.45,0,0,0,27.62,7.11,72.73,500,492,223.9,190.67,33.22,105
2025-01-05,Hostel A Mess,Lunch,Veg_Pulao,86.45,0,0,0,27.62,7.11,72.73,502,488,242.05,215.09,26.96,110
2025-01-05,Hostel B Mess,Breakfast,Idli_Dosa,88.98,0,0,0,27.62,7.11,72.73,393,358,129.15,104.41,24.74,90
2025-01-05,Hostel B Mess,Dinner,Pasta,88.98,0,0,0,27.62,7.11,72.73,587,566,267.25,217.98,49.27,105
2025-01-05,Hostel B Mess,Lunch,Rajma_Rice,88.98,0,0,0,27.62,7.11,72.73,715,653,359.11,274.31,84.8,110
2025-01-05,North Mess,Breakfast,Upma,93.98,0,0,0,27.62,7.11,72.73,312,297,104.06,82.05,22.01,90
2025-01-05,North Mess,Dinner,Fried_Rice,93.98,0,0,0,27.62,7.11,72.73,598,588,267.98,218.2,49.77,105
2025-01-05,North Mess,Lunch,Paneer_Roti,93.98,0,0,0,27.62,7.11,72.73,762,742,369.16,317.91,51.25,110
2025-01-05,South Mess,Breakfast,Paratha,70.79,0,0,0,27.62,7.11,72.73,328,304,110.73,84.58,26.15,90
2025-01-05,South Mess,Dinner,Khichdi,70.79,0,0,0,27.62,7.11,72.73,468,431,198.97,167.98,30.99,105
2025-01-05,South Mess,Lunch,Paneer_Roti,70.79,0,0,0,27.62,7.11,72.73,587,563,279.51,248.99,30.52,110
2025-01-06,Academic Block Mess,Breakfast,Sandwich,89.09,0,0,0,26.22,0.0,57.71,363,340,115.13,99.23,15.9,90
2025-01-06,Academic Block Mess,Dinner,Fried_Rice,89.09,0,0,0,26.22,0.0,57.71,602,554,259.17,211.48,47.69,105
2025-01-06,Academic Block Mess,Lunch,Rice_Dal,89.09,0,0,0,26.22,0.0,57.71,699,659,334.54,276.58,57.96,110
2025-01-06,Central Mess,Breakfast,Upma,88.15,0,0,0,26.22,0.0,57.71,425,386,136.67,113.37,23.3,90
2025-01-06,Central Mess,Dinner,Pasta,88.15,0,0,0,26.22,0.0,57.71,767,728,331.49,285.12,46.37,105
2025-01-06,Central Mess,Lunch,Veg_Pulao,88.15,0,0,0,26.22,0.0,57.71,896,860,451.04,357.61,93.43,110
2025-01-06,Hostel A Mess,Breakfast,Paratha,84.68,0,0,0,26.22,0.0,57.71,432,418,136.25,122.63,13.62,90
2025-01-06,Hostel A Mess,Dinner,Pasta,84.68,0,0,0,26.22,0.0,57.71,544,537,247.98,209.23,38.75,105
2025-01-06,Hostel A Mess,Lunch,Rice_Dal,84.68,0,0,0,26.22,0.0,57.71,686,640,328.4,277.07,51.33,110
2025-01-06,Hostel B Mess,Breakfast,Idli_Dosa,79.61,0,0,0,26.22,0.0,57.71,495,477,161.11,138.07,23.04,90
2025-01-06,Hostel B Mess,Dinner,Roti_Dal,79.61,0,0,0,26.22,0.0,57.71,808,799,355.53,312.8,42.73,105
2025-01-06,Hostel B Mess,Lunch,Biryani,79.61,0,0,0,26.22,0.0,57.71,992,940,475.3,394.07,81.23,110
2025-01-06,North Mess,Breakfast,Paratha,80.95,0,0,0,26.22,0.0,57.71,504,480,166.46,139.56,26.9,90
2025-01-06,North Mess,Dinner,Fried_Rice,80.95,0,0,0,26.22,0.0,57.71,691,661,299.19,252.74,46.45,105
2025-01-06,North Mess,Lunch,Rajma_Rice,80.95,0,0,0,26.22,0.0,57.71,865,829,419.79,363.77,56.02,110
2025-01-06,South Mess,Breakfast,Paratha,89.58,0,0,0,26.22,0.0,57.71,452,444,148.53,127.4,21.13,90
2025-01-06,South Mess,Dinner,Pasta,89.58,0,0,0,26.22,0.0,57.71,669,653,282.32,245.43,36.88,105
2025-01-06,South Mess,Lunch,Biryani,89.58,0,0,0,26.22,0.0,57.71,871,850,428.98,355.0,73.98,110
2025-01-07,Academic Block Mess,Breakfast,Poha,76.07,0,0,0,27.68,3.44,58.6,344,317,114.14,93.2,20.93,90
2025-01-07,Academic Block Mess,Dinner,Pasta,76.07,0,0,0,27.68,3.44,58.6,545,523,233.56,204.95,28.61,105
2025-01-07,Academic Block Mess,Lunch,Veg_Pulao,76.07,0,0,0,27.68,3.44,58.6,627,593,313.46,246.06,67.4,110
2025-01-07,Central Mess,Breakfast,Paratha,90.54,0,0,0,27.68,3.44,58.6,602,558,199.23,158.66,40.57,90
2025-01-07,Central Mess,Dinner,Fried_Rice,90.54,0,0,0,27.68,3.44,58.6,777,756,354.28,284.48,69.8,105
2025-01-07,Central Mess,Lunch,Rice_Dal,90.54,0,0,0,27.68,3.44,58.6,951,872,452.61,370.4,82.21,110
2025-01-07,Hostel A Mess,Breakfast,Paratha,83.66,0,0,0,27.68,3.44,58.6,399,369,133.59,107.66,25.93,90
2025-01-07,Hostel A Mess,Dinner,Khichdi,83.66,0,0,0,27.68,3.44,58.6,601,566,273.58,214.81,58.77,105
2025-01-07,Hostel A Mess,Lunch,Veg_Pulao,83.66,0,0,0,27.68,3.44,58.6,675,615,320.06,269.67,50.39,110
2025-01-07,Hostel B Mess,Breakfast,Paratha,79.59,0,0,0,27.68,3.44,58.6,530,503,178.43,148.6,29.83,90
2025-01-07,Hostel B Mess,Dinner,Khichdi,79.59,0,0,0,27.68,3.44,58.6,717,691,321.11,271.03,50.08,105
2025-01-07,Hostel B Mess,Lunch,Rajma_Rice,79.59,0,0,0,27.68,3.44,58.6,927,865,439.84,361.09,78.75,110
2025-01-07,North Mess,Breakfast,Idli_Dosa,78.04,0,0,0,27.68,3.44,58.6,467,447,149.34,126.55,22.79,90
2025-01-07,North Mess,Dinner,Chole_Bhature,78.04,0,0,0,27.68,3.44,58.6,769,693,330.68,268.67,62.01,105
2025-01-07,North Mess,Lunch,Biryani,78.04,0,0,0,27.68,3.44,58.6,938,846,478.44,362.19,116.25,110
2025-01-07,South Mess,Breakfast,Poha,83.43,0,0,0,27.68,3.44,58.6,374,357,122.63,104.24,18.39,90
2025-01-07,South Mess,Dinner,Khichdi,83.43,0,0,0,27.68,3.44,58.6,634,612,276.32,234.69,41.63,105
2025-01-07,South Mess,Lunch,Paneer_Roti,83.43,0,0,0,27.68,3.44,58.6,741,731,373.59,322.59,51.0,110
2025-01-08,Academic Block Mess,Breakfast,Paratha,85.34,0,0,0,24.85,0.0,59.13,404,364,128.48,107.06,21.42,90
2025-01-08,Academic Block Mess,Dinner,Chole_Bhature,85.34,0,0,0,24.85,0.0,59.13,658,642,282.53,242.05,40.47,105
2025-01-08,Academic Block Mess,Lunch,Biryani,85.34,0,0,0,24.85,0.0,59.13,751,710,369.74,301.39,68.35,110
2025-01-08,Central Mess,Breakfast,Paratha,71.15,0,0,0,24.85,0.0,59.13,487,468,156.41,132.42,23.99,90
2025-01-08,Central Mess,Dinner,Khichdi,71.15,0,0,0,24.85,0.0,59.13,736,672,333.47,247.47,85.99,105
2025-01-08,Central Mess,Lunch,Biryani,71.15,0,0,0,24.85,0.0,59.13,940,885,471.24,370.58,100.65,110
2025-01-08,Hostel A Mess,Breakfast,Upma,86.63,0,0,0,24.85,0.0,59.13,372,357,125.36,105.3,20.06,90
2025-01-08,Hostel A Mess,Dinner,Chole_Bhature,86.63,0,0,0,24.85,0.0,59.13,700,662,304.91,244.28,60.63,105
2025-01-08,Hostel A Mess,Lunch,Rajma_Rice,86.63,0,0,0,24.85,0.0,59.13,747,685,369.97,285.79,84.18,110
2025-01-08,Hostel B Mess,Breakfast,Sandwich,71.29,0,0,0,24.85,0.0,59.13,413,373,132.84,103.46,29.38,90
2025-01-08,Hostel B Mess,Dinner,Chole_Bhature,71.29,0,0,0,24.85,0.0,59.13,827,749,368.13,279.97,88.15,105
2025-01-08,Hostel B Mess,Lunch,Veg_Pulao,71.29,0,0,0,24.85,0.0,59.13,802,744,380.6,310.63,69.97,110
2025-01-08,North Mess,Breakfast,Idli_Dosa,90.89,0,0,0,24.85,0.0,59.13,494,445,161.66,128.75,32.91,90
2025-01-08,North Mess,Dinner,Chole_Bhature,90.89,0,0,0,24.85,0.0,59.13,839,823,359.48,310.36,49.12,105
2025-01-08,North Mess,Lunch,Rice_Dal,90.89,0,0,0,24.85,0.0,59.13,908,852,464.3,372.91,91.39,110
2025-01-08,South Mess,Breakfast,Paratha,84.96,0,0,0,24.85,0.0,59.13,435,421,143.96,121.97,21.99,90
2025-01-08,South Mess,Dinner,Fried_Rice,84.96,0,0,0,24.85,0.0,59.13,666,633,298.71,246.84,51.87,105
2025-01-08,South Mess,Lunch,Rice_Dal,84.96,0,0,0,24.85,0.0,59.13,732,680,350.48,300.25,50.23,110
2025-01-09,Academic Block Mess,Breakfast,Sandwich,84.34,1,0,0,24.04,0.26,51.06,313,298,105.0,88.4,16.6,90
2025-01-09,Academic Block Mess,Dinner,Fried_Rice,84.34,1,0,0,24.04,0.26,51.06,504,458,227.82,173.61,54.21,105
2025-01-09,Academic Block Mess,Lunch,Paneer_Roti,84.34,1,0,0,24.04,0.26,51.06,628,594,297.05,260.81,36.24,110
2025-01-09,Central Mess,Breakfast,Paratha,83.84,1,0,0,24.04,0.26,51.06,479,473,153.19,132.53,20.66,90
2025-01-09,Central Mess,Dinner,Khichdi,83.84,1,0,0,24.04,0.26,51.06,667,623,292.55,242.2,50.35,105
2025-01-09,Central Mess,Lunch,Veg_Pulao,83.84,1,0,0,24.04,0.26,51.06,790,726,388.31,317.34,70.97,110
2025-01-09,Hostel A Mess,Breakfast,Poha,89.37,1,0,0,24.04,0.26,51.06,337,324,107.73,92.88,14.85,90
2025-01-09,Hostel A Mess,Dinner,Chole_Bhature,89.37,1,0,0,24.04,0.26,51.06,632,620,285.47,237.47,48.0,105
2025-01-09,Hostel A Mess,Lunch,Rice_Dal,89.37,1,0,0,24.04,0.26,51.06,619,557,292.89,248.02,44.87,110
2025-01-09,Hostel B Mess,Breakfast,Paratha,77.21,1,0,0,24.04,0.26,51.06,440,398,145.66,112.31,33.35,90
2025-01-09,Hostel B Mess,Dinner,Pasta,77.21,1,0,0,24.04,0.26,51.06,664,613,293.48,235.08,58.39,105
2025-01-09,Hostel B Mess,Lunch,Biryani,77.21,1,0,0,24.04,0.26,51.06,789,711,391.84,299.53,92.3,110
2025-01-09,North Mess,Breakfast,Poha,83.11,1,0,0,24.04,0.26,51.06,409,374,137.37,109.94,27.43,90
2025-01-09,North Mess,Dinner,Khichdi,83.11,1,0,0,24.04,0.26,51.06,628,611,270.96,238.52,32.44,105
2025-01-09,North Mess,Lunch,Veg_Pulao,83.11,1,0,0,24.04,0.26,51.06,708,696,347.56,301.37,46.19,110
2025-01-09,South Mess,Breakfast,Upma,84.83,1,0,0,24.04,0.26,51.06,344,322,111.31,89.4,21.91,90
2025-01-09,South Mess,Dinner,Roti_Dal,84.83,1,0,0,24.04,0.26,51.06,638,617,275.24,242.43,32.81,105
2025-01-09,South Mess,Lunch,Veg_Pulao,84.83,1,0,0,24.04,0.26,51.06,601,542,288.0,236.77,51.23,110
2025-01-10,Academic Block Mess,Breakfast,Poha,87.93,0,0,0,26.17,3.34,63.04,346,321,112.46,91.33,21.13,90
2025-01-10,Academic Block Mess,Dinner,Chole_Bhature,87.93,0,0,0,26.17,3.34,63.04,667,606,286.49,237.37,49.12,105
2025-01-10,Academic Block Mess,Lunch,Rajma_Rice,87.93,0,0,0,26.17,3.34,63.04,720,698,346.23,309.67,36.56,110
2025-01-10,Central Mess,Breakfast,Idli_Dosa,78.93,0,0,0,26.17,3.34,63.04,517,486,166.28,141.38,24.89,90
2025-01-10,Central Mess,Dinner,Khichdi,78.93,0,0,0,26.17,3.34,63.04,735,724,332.2,282.19,50.01,105
2025-01-10,Central Mess,Lunch,Rice_Dal,78.93,0,0,0,26.17,3.34,63.04,963,913,464.71,385.02,79.68,110
2025-01-10,Hostel A Mess,Breakfast,Paratha,75.97,0,0,0,26.17,3.34,63.04,397,367,125.54,105.0,20.54,90
2025-01-10,Hostel A Mess,Dinner,Fried_Rice,75.97,0,0,0,26.17,3.34,63.04,595,576,268.68,226.51,42.17,105
2025-01-10,Hostel A Mess,Lunch,Rajma_Rice,75.97,0,0,0,26.17,3.34,63.04,747,716,367.95,298.92,69.03,110
2025-01-10,Hostel B Mess,Breakfast,Poha,87.42,0,0,0,26.17,3.34,63.04,449,443,142.31,123.55,18.76,90
2025-01-10,Hostel B Mess,Dinner,Fried_Rice,87.42,0,0,0,26.17,3.34,63.04,759,694,325.7,258.51,67.19,105
2025-01-10,Hostel B Mess,Lunch,Veg_Pulao,87.42,0,0,0,26.17,3.34,63.04,845,768,428.21,332.87,95.34,110
2025-01-10,North Mess,Breakfast,Paratha,89.82,0,0,0,26.17,3.34,63.04,496,490,161.29,142.64,18.65,90
2025-01-10,North Mess,Dinner,Chole_Bhature,89.82,0,0,0,26.17,3.34,63.04,825,787,374.28,299.92,74.36,105
2025-01-10,North Mess,Lunch,Paneer_Roti,89.82,0,0,0,26.17,3.34,63.04,917,858,445.13,371.66,73.47,110
2025-01-10,South Mess,Breakfast,Paratha,87.23,0,0,0,26.17,3.34,63.04,448,419,142.71,117.08,25.63,90
2025-01-10,South Mess,Dinner,Pasta,87.23,0,0,0,26.17,3.34,63.04,647,634,278.22,236.9,41.32,105
2025-01-10,South Mess,Lunch,Biryani,87.23,0,0,0,26.17,3.34,63.04,793,782,382.52,326.18,56.33,110
2025-01-11,Academic Block Mess,Breakfast,Sandwich,81.24,0,0,0,29.06,0.0,62.24,270,266,87.72,77.54,10.18,90
2025-01-11,Academic Block Mess,Dinner,Pasta,81.24,0,0,0,29.06,0.0,62.24,453,434,195.84,164.67,31.17,105
2025-01-11,Academic Block Mess,Lunch,Paneer_Roti,81.24,0,0,0,29.06,0.0,62.24,554,527,277.91,226.63,51.29,110
2025-01-11,Central Mess,Breakfast,Upma,85.92,0,0,0,29.06,0.0,62.24,359,326,119.55,94.46,25.09,90
2025-01-11,Central Mess,Dinner,Pasta,85.92,0,0,0,29.06,0.0,62.24,580,535,257.54,198.82,58.73,105
2025-01-11,Central Mess,Lunch,Paneer_Roti,85.92,0,0,0,29.06,0.0,62.24,789,733,379.12,321.43,57.69,110
2025-01-11,Hostel A Mess,Breakfast,Paratha,83.41,0,0,0,29.06,0.0,62.24,323,291,110.41,82.03,28.38,90
2025-01-11,Hostel A Mess,Dinner,Pasta,83.41,0,0,0,29.06,0.0,62.24,475,467,204.96,181.35,23.61,105
2025-01-11,Hostel A Mess,Lunch,Rajma_Rice,83.41,0,0,0,29.06,0.0,62.24,569,536,271.83,224.48,47.35,110
2025-01-11,Hostel B Mess,Breakfast,Sandwich,88.28,0,0,0,29.06,0.0,62.24,348,332,114.06,98.26,15.81,90
2025-01-11,Hostel B Mess,Dinner,Fried_Rice,88.28,0,0,0,29.06,0.0,62.24,576,565,257.46,223.61,33.85,105
2025-01-11,Hostel B Mess,Lunch,Rajma_Rice,88.28,0,0,0,29.06,0.0,62.24,741,712,375.51,295.67,79.84,110
2025-01-11,North Mess,Breakfast,Upma,88.58,0,0,0,29.06,0.0,62.24,333,316,106.76,88.9,17.87,90
2025-01-11,North Mess,Dinner,Khichdi,88.58,0,0,0,29.06,0.0,62.24,569,533,249.88,198.94,50.94,105
2025-01-11,North Mess,Lunch,Veg_Pulao,88.58,0,0,0,29.06,0.0,62.24,661,602,336.87,255.33,81.54,110
2025-01-11,South Mess,Breakfast,Sandwich,68.1,0,0,0,29.06,0.0,62.24,284,275,93.05,76.78,16.27,90
2025-01-11,South Mess,Dinner,Khichdi,68.1,0,0,0,29.06,0.0,62.24,491,475,220.25,177.62,42.63,105
2025-01-11,South Mess,Lunch,Veg_Pulao,68.1,0,0,0,29.06,0.0,62.24,512,463,249.02,203.27,45.75,110
2025-01-12,Academic Block Mess,Breakfast,Paratha,83.13,0,0,0,29.05,0.0,49.46,301,274,101.58,76.64,24.94,90
2025-01-12,Academic Block Mess,Dinner,Pasta,83.13,0,0,0,29.05,0.0,49.46,433,429,189.91,159.02,30.9,105
2025-01-12,Academic Block Mess,Lunch,Veg_Pulao,83.13,0,0,0,29.05,0.0,49.46,497,472,244.91,205.61,39.3,110
2025-01-12,Central Mess,Breakfast,Sandwich,85.29,0,0,0,29.05,0.0,49.46,379,352,124.1,100.29,23.81,90
2025-01-12,Central Mess,Dinner,Roti_Dal,85.29,0,0,0,29.05,0.0,49.46,636,596,274.48,231.82,42.66,105
2025-01-12,Central Mess,Lunch,Biryani,85.29,0,0,0,29.05,0.0,49.46,820,764,413.6,336.32,77.28,110
2025-01-12,Hostel A Mess,Breakfast,Sandwich,75.93,0,0,0,29.05,0.0,49.46,275,255,88.54,73.52,15.02,90
2025-01-12,Hostel A Mess,Dinner,Chole_Bhature,75.93,0,0,0,29.05,0.0,49.46,532,495,238.71,193.79,44.92,105
2025-01-12,Hostel A Mess,Lunch,Biryani,75.93,0,0,0,29.05,0.0,49.46,598,550,302.32,242.61,59.71,110
