date,mess_name,meal_type,menu_name,hostel_occupancy_pct,exam_day,holiday,special_event,temperature_c,rainfall_mm,humidity_pct,students_expected,students_present,food_prepared_kg,food_consumed_kg,food_wasted_kg,food_cost_per_kg,day_of_week,day_of_week_num,month,is_weekend,semester,portion_kg,planned_preparation_kg,waste_rate,lag_1,lag_7,rolling_7_demand
2025-02-21,Academic Block Mess,Breakfast,Paratha,82.19,0,0,0,33.0,0.0,55.05,381,370,126.76,107.49,19.27000000000001,90,Friday,4,2,0,4,0.3,123.444,0.152019564531398,354.0,298.0,303.2857142857143
2025-02-22,Academic Block Mess,Breakfast,Idli_Dosa,86.57,0,0,0,34.72,0.21,59.18,294,273,95.77,76.76,19.00999999999999,90,Saturday,5,2,1,4,0.3,95.256,0.1984963976192961,370.0,273.0,313.57142857142856
2025-02-23,Academic Block Mess,Breakfast,Paratha,93.58,0,0,0,34.64,0.64,66.51,313,288,105.72,83.25,22.47,90,Sunday,6,2,1,4,0.3,101.412,0.2125425652667423,273.0,255.0,313.57142857142856
2025-02-24,Academic Block Mess,Breakfast,Idli_Dosa,83.35,0,0,0,35.15,0.11,60.14,385,361,128.68,104.39,24.290000000000006,90,Monday,0,2,0,4,0.3,124.74,0.1887628225054398,288.0,356.0,318.2857142857143
2025-02-25,Academic Block Mess,Breakfast,Poha,82.89,0,0,0,33.59,0.0,65.39,335,312,112.45,90.98,21.47,90,Tuesday,1,2,0,4,0.3,108.54,0.1909293019119608,361.0,297.0,319.0
2025-02-26,Academic Block Mess,Breakfast,Sandwich,92.63,0,0,0,36.5,0.0,61.68,350,344,116.35,101.81,14.539999999999992,90,Wednesday,2,2,0,4,0.3,113.4,0.124967769660507,312.0,290.0,321.14285714285717
2025-02-27,Academic Block Mess,Breakfast,Sandwich,75.38,0,1,0,31.42,0.0,61.99,161,155,51.94,45.76,6.18,90,Thursday,3,2,0,4,0.3,52.164,0.1189834424335772,344.0,354.0,328.85714285714283
2025-02-28,Academic Block Mess,Breakfast,Idli_Dosa,92.48,0,0,0,34.65,0.17,63.82,400,382,126.74,108.99,17.75,90,Friday,4,2,0,4,0.3,129.60000000000002,0.1400504970806375,155.0,370.0,300.42857142857144
2025-03-01,Academic Block Mess,Breakfast,Upma,85.02,0,0,0,31.9,0.6,67.96,256,246,81.36,68.92,12.439999999999998,90,Saturday,5,3,1,4,0.3,82.944,0.1529006882989183,382.0,273.0,302.14285714285717
2025-03-02,Academic Block Mess,Breakfast,Poha,82.69,0,0,0,33.25,0.0,56.54,273,258,86.55,74.89,11.659999999999997,90,Sunday,6,3,1,4,0.3,88.452,0.1347198151357596,246.0,288.0,298.2857142857143
2025-03-03,Academic Block Mess,Breakfast,Sandwich,86.17,0,0,0,34.21,0.0,65.06,362,355,120.24,102.63,17.61,90,Monday,0,3,0,4,0.3,117.288,0.1464570858283433,258.0,361.0,294.0
2025-03-04,Academic Block Mess,Breakfast,Idli_Dosa,92.11,0,0,0,32.74,0.0,57.65,405,381,128.87,109.71,19.16000000000001,90,Tuesday,1,3,0,4,0.3,131.22,0.1486769612788081,355.0,312.0,293.14285714285717
2025-03-05,Academic Block Mess,Breakfast,Idli_Dosa,98.0,0,0,0,32.82,0.0,58.74,407,380,128.92,109.17,19.749999999999982,90,Wednesday,2,3,0,4,0.3,131.868,0.153195780328886,381.0,344.0,303.0
2025-03-06,Academic Block Mess,Breakfast,Sandwich,85.29,0,0,0,31.95,0.0,63.52,325,317,103.57,88.79,14.779999999999989,90,Thursday,3,3,0,4,0.3,105.3,0.1427054166264361,380.0,155.0,308.14285714285717
2025-03-07,Academic Block Mess,Breakfast,Upma,90.09,0,0,0,31.62,0.62,62.32,349,330,119.06,93.4,25.66,90,Friday,4,3,0,4,0.3,113.076,0.2155215857550814,317.0,382.0,331.2857142857143
2025-03-08,Academic Block Mess,Breakfast,Idli_Dosa,82.19,0,0,0,33.53,0.0,63.35,289,280,92.39,82.44,9.950000000000005,90,Saturday,5,3,1,4,0.3,93.636,0.1076956380560667,330.0,246.0,323.85714285714283
2025-03-09,Academic Block Mess,Breakfast,Poha,86.08,1,0,0,34.74,0.0,64.63,258,240,86.55,68.58,17.97,90,Sunday,6,3,1,4,0.3,83.592,0.2076256499133448,280.0,258.0,328.7142857142857
2025-03-10,Academic Block Mess,Breakfast,Upma,65.54,0,1,0,31.72,0.0,63.21,155,146,51.44,41.66,9.78,90,Monday,0,3,0,4,0.3,50.220000000000006,0.1901244167962675,240.0,355.0,326.14285714285717
2025-03-11,Academic Block Mess,Breakfast,Upma,69.99,0,1,0,33.91,1.64,69.4,171,167,55.56,47.22,8.340000000000003,90,Tuesday,1,3,0,4,0.3,55.404,0.1501079913606912,146.0,381.0,296.2857142857143
2025-03-12,Academic Block Mess,Breakfast,Paratha,91.83,0,0,0,33.06,0.91,54.03,397,369,131.95,108.29,23.659999999999982,90,Wednesday,2,3,0,4,0.3,128.628,0.1793103448275861,167.0,380.0,265.7142857142857
2025-03-13,Academic Block Mess,Breakfast,Idli_Dosa,89.88,0,0,0,32.35,1.17,58.97,406,370,130.27,109.16,21.110000000000014,90,Thursday,3,3,0,4,0.3,131.544,0.162048054041606,369.0,317.0,264.14285714285717
2025-03-14,Academic Block Mess,Breakfast,Paratha,85.65,0,0,0,30.22,0.0,57.07,416,385,137.22,109.21,28.010000000000005,90,Friday,4,3,0,4,0.3,134.784,0.2041247631540592,370.0,330.0,271.7142857142857
2025-03-15,Academic Block Mess,Breakfast,Idli_Dosa,83.39,0,0,0,33.78,0.0,56.92,295,288,94.04,83.02,11.02000000000001,90,Saturday,5,3,1,4,0.3,95.58,0.1171841769459805,385.0,280.0,279.57142857142856
2025-03-16,Academic Block Mess,Breakfast,Poha,92.97,0,0,0,33.82,0.0,63.43,280,271,95.75,78.09,17.659999999999997,90,Sunday,6,3,1,4,0.3,90.72,0.18443864229765,288.0,240.0,280.7142857142857
2025-03-17,Academic Block Mess,Breakfast,Sandwich,90.54,0,0,0,33.39,0.0,52.1,347,318,116.68,91.78,24.90000000000001,90,Monday,0,3,0,4,0.3,112.428,0.2134041823791567,271.0,146.0,285.14285714285717
2025-03-18,Academic Block Mess,Breakfast,Idli_Dosa,86.99,0,0,0,33.48,1.27,64.63,386,378,122.16,106.82,15.340000000000003,90,Tuesday,1,3,0,4,0.3,125.064,0.1255730189914866,318.0,167.0,309.7142857142857
2025-03-19,Academic Block Mess,Breakfast,Paratha,86.41,0,0,0,32.07,0.0,59.06,419,391,134.52,115.44,19.080000000000013,90,Wednesday,2,3,0,4,0.3,135.756,0.1418376449598573,378.0,369.0,339.85714285714283
2025-03-20,Academic Block Mess,Breakfast,Sandwich,88.69,0,0,1,31.03,0.18,57.22,387,362,122.38,102.45,19.929999999999996,90,Thursday,3,3,0,4,0.3,125.388,0.1628534074195129,391.0,370.0,343.0
2025-03-21,Academic Block Mess,Breakfast,Poha,82.2,0,0,0,31.95,0.0,59.65,338,332,106.92,97.48,9.439999999999998,90,Friday,4,3,0,4,0.3,109.512,0.0882903105125327,362.0,385.0,341.85714285714283
2025-03-22,Academic Block Mess,Breakfast,Paratha,60.45,0,1,0,35.31,1.92,59.54,148,139,50.04,39.51,10.53,90,Saturday,5,3,1,4,0.3,47.952,0.210431654676259,332.0,288.0,334.2857142857143
2025-03-23,Academic Block Mess,Breakfast,Idli_Dosa,77.51,0,0,0,33.03,2.56,69.91,284,280,92.95,81.09,11.86,90,Sunday,6,3,1,4,0.3,92.016,0.1275954814416352,139.0,271.0,313.0
2025-03-24,Academic Block Mess,Breakfast,Paratha,88.71,0,0,0,34.34,0.0,55.65,395,390,133.86,108.06,25.80000000000001,90,Monday,0,3,0,4,0.3,127.98,0.1927386822052891,280.0,318.0,314.2857142857143
2025-03-25,Academic Block Mess,Breakfast,Poha,72.22,0,0,0,30.29,0.0,62.63,324,311,105.22,85.85,19.370000000000005,90,Tuesday,1,3,0,4,0.3,104.976,0.1840904770956092,390.0,378.0,324.57142857142856
2025-03-26,Academic Block Mess,Breakfast,Paratha,88.95,0,0,0,34.67,2.47,69.68,398,388,131.83,111.99,19.840000000000018,90,Wednesday,2,3,0,4,0.3,128.952,0.1504968520063719,311.0,391.0,315.0
2025-03-27,Academic Block Mess,Breakfast,Upma,76.66,0,0,0,35.31,0.0,63.0,314,291,102.05,82.75,19.3,90,Thursday,3,3,0,4,0.3,101.736,0.1891229789318961,388.0,362.0,314.57142857142856
2025-03-28,Academic Block Mess,Breakfast,Idli_Dosa,84.92,0,0,0,31.49,3.16,65.06,379,353,126.6,100.34,26.25999999999999,90,Friday,4,3,0,4,0.3,122.796,0.2074249605055291,291.0,332.0,304.42857142857144
2025-03-29,Academic Block Mess,Breakfast,Idli_Dosa,94.53,0,0,0,35.54,0.69,54.49,300,285,98.93,83.19,15.740000000000007,90,Saturday,5,3,1,4,0.3,97.2,0.1591023956332761,353.0,139.0,307.42857142857144
2025-03-30,Academic Block Mess,Breakfast,Poha,89.62,0,0,0,37.19,0.0,53.22,270,248,91.84,70.55,21.290000000000006,90,Sunday,6,3,1,4,0.3,87.48,0.2318162020905924,285.0,280.0,328.2857142857143
2025-03-31,Academic Block Mess,Breakfast,Paratha,86.14,0,0,0,34.86,1.12,65.05,369,337,120.6,96.45,24.14999999999999,90,Monday,0,3,0,4,0.3,119.556,0.2002487562189054,248.0,390.0,323.7142857142857
2025-04-01,Academic Block Mess,Breakfast,Sandwich,87.49,0,0,0,33.84,0.0,55.43,347,331,116.58,97.37,19.209999999999997,90,Tuesday,1,4,0,4,0.3,112.428,0.1647795505232457,337.0,311.0,316.14285714285717
2025-04-02,Academic Block Mess,Breakfast,Idli_Dosa,68.16,1,1,0,31.97,0.12,59.98,159,150,53.51,44.13,9.379999999999995,90,Wednesday,2,4,0,4,0.3,51.516,0.1752943375070079,331.0,388.0,319.0
2025-04-03,Academic Block Mess,Breakfast,Paratha,86.94,0,0,0,33.48,0.01,59.72,405,396,127.75,115.73,12.019999999999996,90,Thursday,3,4,0,4,0.3,131.22,0.0940900195694715,150.0,291.0,285.0
2025-04-04,Academic Block Mess,Breakfast,Idli_Dosa,90.31,0,0,0,33.7,1.98,68.6,387,359,131.44,103.11,28.33,90,Friday,4,4,0,4,0.3,125.388,0.215535605599513,396.0,353.0,300.0
2025-04-05,Academic Block Mess,Breakfast,Upma,93.34,0,0,0,36.94,0.66,53.1,273,257,91.8,71.98,19.819999999999997,90,Saturday,5,4,1,4,0.3,88.452,0.2159041394335511,359.0,285.0,300.85714285714283
2025-04-06,Academic Block Mess,Breakfast,Sandwich,81.63,0,0,0,33.85,0.23,69.29,242,223,78.89,63.07,15.82,90,Sunday,6,4,1,4,0.3,78.408,0.2005323868677906,257.0,248.0,296.85714285714283
2025-04-07,Academic Block Mess,Breakfast,Paratha,81.02,0,0,0,36.93,0.0,57.01,396,386,126.98,110.91,16.070000000000007,90,Monday,0,4,0,4,0.3,128.304,0.1265553630492991,223.0,337.0,293.2857142857143
2025-04-08,Academic Block Mess,Breakfast,Idli_Dosa,85.08,0,0,0,35.43,0.0,57.39,378,352,126.49,102.22,24.27,90,Tuesday,1,4,0,4,0.3,122.472,0.1918728753261127,386.0,331.0,300.2857142857143
2025-04-09,Academic Block Mess,Breakfast,Poha,80.21,0,0,0,33.26,0.0,59.3,351,333,112.91,94.34,18.569999999999997,90,Wednesday,2,4,0,4,0.3,113.724,0.1644672748206535,352.0,150.0,303.2857142857143
2025-04-10,Academic Block Mess,Breakfast,Idli_Dosa,83.38,0,0,0,34.95,1.78,74.25,399,375,131.33,108.21,23.12000000000002,90,Thursday,3,4,0,4,0.3,129.27599999999998,0.1760450772862256,333.0,396.0,329.42857142857144
2025-04-11,Academic Block Mess,Breakfast,Upma,84.9,0,0,0,33.12,0.0,57.47,346,330,111.75,96.1,15.650000000000006,90,Friday,4,4,0,4,0.3,112.104,0.1400447427293065,375.0,359.0,326.42857142857144
2025-04-12,Academic Block Mess,Breakfast,Sandwich,85.77,0,0,0,34.84,2.82,59.52,270,245,89.35,67.74,21.61,90,Saturday,5,4,1,4,0.3,87.48,0.2418578623391158,330.0,257.0,322.2857142857143
2025-04-13,Academic Block Mess,Breakfast,Poha,68.46,0,1,0,32.48,0.84,58.38,138,133,46.12,39.08,7.039999999999999,90,Sunday,6,4,1,4,0.3,44.712,0.1526452732003469,245.0,223.0,320.57142857142856
2025-04-14,Academic Block Mess,Breakfast,Sandwich,87.89,0,0,0,33.83,0.0,62.64,356,337,112.86,97.83,15.03,90,Monday,0,4,0,4,0.3,115.344,0.1331738437001595,133.0,386.0,307.7142857142857
2025-04-15,Academic Block Mess,Breakfast,Upma,88.1,0,0,0,36.02,0.0,60.44,316,291,100.64,85.97,14.670000000000002,90,Tuesday,1,4,0,4,0.3,102.384,0.1457670906200318,337.0,352.0,300.7142857142857
2025-04-16,Academic Block Mess,Breakfast,Paratha,78.06,0,0,0,32.25,0.01,53.28,403,371,127.93,103.38,24.55000000000001,90,Wednesday,2,4,0,4,0.3,130.572,0.1919018213085281,291.0,333.0,292.0
2025-04-17,Academic Block Mess,Breakfast,Idli_Dosa,91.97,0,0,0,30.78,0.0,55.3,389,352,129.87,103.09,26.78,90,Thursday,3,4,0,4,0.3,126.036,0.2062062062062062,371.0,375.0,297.42857142857144
2025-04-18,Academic Block Mess,Breakfast,Sandwich,77.08,0,0,0,33.36,0.02,56.5,302,291,102.05,82.43,19.61999999999999,90,Friday,4,4,0,4,0.3,97.848,0.1922586967172953,352.0,330.0,294.14285714285717
2025-04-19,Academic Block Mess,Breakfast,Paratha,83.46,0,0,1,30.25,0.0,63.02,328,296,104.47,84.92,19.55,90,Saturday,5,4,1,4,0.3,106.272,0.187135062697425,291.0,245.0,288.57142857142856
2025-04-20,Academic Block Mess,Breakfast,Upma,78.79,0,0,0,32.58,0.49,65.86,254,242,80.59,66.88,13.710000000000008,90,Sunday,6,4,1,4,0.3,82.296,0.1701203623278323,296.0,133.0,295.85714285714283
2025-04-21,Academic Block Mess,Breakfast,Poha,82.6,0,0,0,35.08,0.0,62.92,322,312,109.03,91.3,17.730000000000004,90,Monday,0,4,0,4,0.3,104.328,0.1626157938182152,242.0,337.0,311.42857142857144
2025-04-22,Academic Block Mess,Breakfast,Idli_Dosa,89.58,0,0,0,32.75,0.34,61.29,376,354,124.58,104.23,20.349999999999994,90,Tuesday,1,4,0,4,0.3,121.824,0.1633488521432011,312.0,291.0,307.85714285714283
2025-04-23,Academic Block Mess,Breakfast,Upma,65.71,0,1,0,36.51,1.57,63.72,162,158,53.32,46.82,6.5,90,Wednesday,2,4,0,4,0.3,52.48800000000001,0.1219054763690922,354.0,371.0,316.85714285714283
2025-04-24,Academic Block Mess,Breakfast,Poha,90.97,0,0,0,31.37,0.0,58.13,342,324,115.58,91.99,23.590000000000003,90,Thursday,3,4,0,4,0.3,110.808,0.2041010555459422,158.0,352.0,286.42857142857144
2025-04-25,Academic Block Mess,Breakfast,Upma,81.61,0,0,0,31.11,0.58,60.92,332,303,110.96,85.04,25.919999999999987,90,Friday,4,4,0,4,0.3,107.568,0.2335976928622926,324.0,291.0,282.42857142857144
2025-04-26,Academic Block Mess,Breakfast,Upma,90.93,0,0,0,32.33,0.32,60.83,268,247,89.87,71.58,18.290000000000006,90,Saturday,5,4,1,4,0.3,86.832,0.2035161900522978,303.0,296.0,284.14285714285717
2025-04-27,Academic Block Mess,Breakfast,Poha,87.47,0,0,0,35.63,0.0,58.7,283,279,93.58,79.98,13.599999999999994,90,Sunday,6,4,1,4,0.3,91.692,0.1453301987604188,247.0,242.0,277.14285714285717
