date,mess_name,meal_type,menu_name,hostel_occupancy_pct,exam_day,holiday,special_event,temperature_c,rainfall_mm,humidity_pct,students_expected,students_present,food_prepared_kg,food_consumed_kg,food_wasted_kg,food_cost_per_kg,day_of_week,day_of_week_num,month,is_weekend,semester,portion_kg,planned_preparation_kg,waste_rate
2025-01-02,Central Mess,Breakfast,Paratha,76.01,0,0,0,24.86,5.04,65.16,501,491,167.94,144.7,23.24000000000001,90,Thursday,3,1,0,4,0.3,162.32399999999998,0.13838275574609984
2025-01-02,Central Mess,Dinner,Khichdi,76.01,0,0,0,24.86,5.04,65.16,764,694,341.42,260.49,80.93,105,Thursday,3,1,0,4,0.4,330.04800000000006,0.23703942358385566
2025-01-02,Central Mess,Lunch,Biryani,76.01,0,0,0,24.86,5.04,65.16,1008,936,507.8,407.01,100.79000000000002,110,Thursday,3,1,0,4,0.45,489.88800000000003,0.19848365498227652
2025-01-02,Hostel A Mess,Breakfast,Paratha,80.19,0,0,0,24.86,5.04,65.16,420,379,143.17,108.44,34.72999999999999,90,Thursday,3,1,0,4,0.3,136.08,0.24257875253195496
2025-01-02,Hostel A Mess,Dinner,Chole_Bhature,80.19,0,0,0,24.86,5.04,65.16,670,632,287.84,238.44,49.39999999999998,105,Thursday,3,1,0,4,0.4,289.44,0.17162312395775425
2025-01-02,Hostel A Mess,Lunch,Biryani,80.19,0,0,0,24.86,5.04,65.16,792,719,389.83,308.78,81.05000000000001,110,Thursday,3,1,0,4,0.45,384.91200000000003,0.20791114075366188
2025-01-02,Hostel B Mess,Breakfast,Upma,80.06,0,0,0,24.86,5.04,65.16,421,380,142.01,112.03,29.97999999999999,90,Thursday,3,1,0,4,0.3,136.404,0.2111118935286247
2025-01-02,Hostel B Mess,Dinner,Roti_Dal,80.06,0,0,0,24.86,5.04,65.16,793,766,355.0,284.2,70.80000000000001,105,Thursday,3,1,0,4,0.4,342.5760000000001,0.1994366197183099
2025-01-02,Hostel B Mess,Lunch,Rajma_Rice,80.06,0,0,0,24.86,5.04,65.16,881,802,440.26,339.13,101.13,110,Thursday,3,1,0,4,0.45,428.166,0.22970517421523645
2025-01-02,North Mess,Breakfast,Poha,88.63,0,0,0,24.86,5.04,65.16,458,431,147.64,119.83,27.809999999999988,90,Thursday,3,1,0,4,0.3,148.39200000000002,0.18836358710376586
2025-01-02,North Mess,Dinner,Khichdi,88.63,0,0,0,24.86,5.04,65.16,686,670,306.85,260.06,46.79000000000002,105,Thursday,3,1,0,4,0.4,296.35200000000003,0.1524849274890012
2025-01-02,North Mess,Lunch,Paneer_Roti,88.63,0,0,0,24.86,5.04,65.16,905,852,435.03,360.94,74.08999999999997,110,Thursday,3,1,0,4,0.45,439.83000000000004,0.17031009355676616
2025-01-02,South Mess,Breakfast,Paratha,83.3,0,0,0,24.86,5.04,65.16,441,420,146.65,116.66,29.99000000000001,90,Thursday,3,1,0,4,0.3,142.884,0.20450051142175252
2025-01-02,South Mess,Dinner,Chole_Bhature,83.3,0,0,0,24.86,5.04,65.16,782,745,333.24,293.46,39.78000000000003,105,Thursday,3,1,0,4,0.4,337.824,0.11937342455887658
2025-01-02,South Mess,Lunch,Paneer_Roti,83.3,0,0,0,24.86,5.04,65.16,815,770,395.98,322.29,73.69,110,Thursday,3,1,0,4,0.45,396.09000000000003,0.1860952573362291
2025-01-03,Academic Block Mess,Breakfast,Upma,96.73,0,0,0,30.46,0.14,54.67,343,313,115.68,88.43,27.25,90,Friday,4,1,0,4,0.3,111.132,0.23556362378976486
2025-01-03,Academic Block Mess,Dinner,Chole_Bhature,96.73,0,0,0,30.46,0.14,54.67,661,596,278.94,222.24,56.69999999999999,105,Friday,4,1,0,4,0.4,285.5520000000001,0.203269520326952
2025-01-03,Academic Block Mess,Lunch,Rice_Dal,96.73,0,0,0,30.46,0.14,54.67,706,694,338.32,293.54,44.77999999999997,110,Friday,4,1,0,4,0.45,343.116,0.1323598959564908
2025-01-03,Central Mess,Breakfast,Idli_Dosa,79.43,0,0,0,30.46,0.14,54.67,519,499,169.0,141.06,27.939999999999998,90,Friday,4,1,0,4,0.3,168.156,0.16532544378698225
2025-01-03,Central Mess,Dinner,Chole_Bhature,79.43,0,0,0,30.46,0.14,54.67,984,908,433.52,344.73,88.78999999999996,105,Friday,4,1,0,4,0.4,425.0880000000001,0.20481177338992426
2025-01-03,Central Mess,Lunch,Veg_Pulao,79.43,0,0,0,30.46,0.14,54.67,873,853,414.03,358.02,56.00999999999999,110,Friday,4,1,0,4,0.45,424.2780000000001,0.1352800521701326
2025-01-03,Hostel A Mess,Breakfast,Upma,83.09,0,0,0,30.46,0.14,54.67,353,331,120.4,95.5,24.900000000000006,90,Friday,4,1,0,4,0.3,114.372,0.20681063122923593
2025-01-03,Hostel A Mess,Dinner,Khichdi,83.09,0,0,0,30.46,0.14,54.67,608,593,272.8,222.09,50.71000000000001,105,Friday,4,1,0,4,0.4,262.65600000000006,0.18588709677419357
2025-01-03,Hostel A Mess,Lunch,Rice_Dal,83.09,0,0,0,30.46,0.14,54.67,698,679,343.02,297.89,45.129999999999995,110,Friday,4,1,0,4,0.45,339.22800000000007,0.13156667249723047
2025-01-03,Hostel B Mess,Breakfast,Idli_Dosa,81.39,0,0,0,30.46,0.14,54.67,473,463,156.7,131.8,24.899999999999977,90,Friday,4,1,0,4,0.3,153.252,0.1589023611997446
2025-01-03,Hostel B Mess,Dinner,Fried_Rice,81.39,0,0,0,30.46,0.14,54.67,813,749,363.29,292.76,70.53000000000003,105,Friday,4,1,0,4,0.4,351.21600000000007,0.1941424206556746
2025-01-03,Hostel B Mess,Lunch,Rice_Dal,81.39,0,0,0,30.46,0.14,54.67,918,880,466.01,376.9,89.11000000000001,110,Friday,4,1,0,4,0.45,446.1480000000001,0.1912190725520912
2025-01-03,North Mess,Breakfast,Upma,77.73,0,0,0,30.46,0.14,54.67,400,378,127.55,104.44,23.11,90,Friday,4,1,0,4,0.3,129.60000000000002,0.18118384947079577
2025-01-03,North Mess,Dinner,Fried_Rice,77.73,0,0,0,30.46,0.14,54.67,690,657,294.76,256.57,38.19,105,Friday,4,1,0,4,0.4,298.08000000000004,0.1295630343330167
2025-01-03,North Mess,Lunch,Paneer_Roti,77.73,0,0,0,30.46,0.14,54.67,923,842,461.45,351.82,109.63,110,Friday,4,1,0,4,0.45,448.57800000000003,0.23757720229710694
2025-01-03,South Mess,Breakfast,Paratha,86.79,0,0,0,30.46,0.14,54.67,426,388,135.61,114.65,20.960000000000008,90,Friday,4,1,0,4,0.3,138.024,0.1545608730919549
2025-01-03,South Mess,Dinner,Fried_Rice,86.79,0,0,0,30.46,0.14,54.67,658,647,276.95,248.15,28.799999999999983,105,Friday,4,1,0,4,0.4,284.25600000000003,0.10398988987181797
2025-01-03,South Mess,Lunch,Rice_Dal,86.79,0,0,0,30.46,0.14,54.67,764,721,381.5,320.2,61.30000000000001,110,Friday,4,1,0,4,0.45,371.30400000000003,0.16068152031454785
2025-01-04,Academic Block Mess,Breakfast,Idli_Dosa,88.05,0,0,0,25.48,2.4,54.63,275,260,92.3,76.12,16.179999999999993,90,Saturday,5,1,1,4,0.3,89.10000000000001,0.1752979414951245
2025-01-04,Academic Block Mess,Dinner,Pasta,88.05,0,0,0,25.48,2.4,54.63,474,455,206.22,177.3,28.919999999999987,105,Saturday,5,1,1,4,0.4,204.76800000000003,0.1402385801571137
2025-01-04,Academic Block Mess,Lunch,Rajma_Rice,88.05,0,0,0,25.48,2.4,54.63,591,564,301.54,235.62,65.92000000000002,110,Saturday,5,1,1,4,0.45,287.226,0.21861112953505343
2025-01-04,Central Mess,Breakfast,Idli_Dosa,86.34,0,0,0,25.48,2.4,54.63,424,416,142.29,117.18,25.109999999999985,90,Saturday,5,1,1,4,0.3,137.376,0.17647058823529402
2025-01-04,Central Mess,Dinner,Fried_Rice,86.34,0,0,0,25.48,2.4,54.63,606,566,270.44,217.05,53.389999999999986,105,Saturday,5,1,1,4,0.4,261.79200000000003,0.19741902085490307
2025-01-04,Central Mess,Lunch,Paneer_Roti,86.34,0,0,0,25.48,2.4,54.63,775,708,370.83,313.99,56.839999999999975,110,Saturday,5,1,1,4,0.45,376.65000000000003,0.15327778227220012
2025-01-04,Hostel A Mess,Breakfast,Upma,84.47,0,0,0,25.48,2.4,54.63,280,272,92.23,78.69,13.540000000000006,90,Saturday,5,1,1,4,0.3,90.72,0.1468068958039684
2025-01-04,Hostel A Mess,Dinner,Chole_Bhature,84.47,0,0,0,25.48,2.4,54.63,551,526,233.31,204.26,29.05000000000001,105,Saturday,5,1,1,4,0.4,238.032,0.12451245124512456
2025-01-04,Hostel A Mess,Lunch,Veg_Pulao,84.47,0,0,0,25.48,2.4,54.63,523,505,251.4,220.12,31.28,110,Saturday,5,1,1,4,0.45,254.178,0.12442322991249005
2025-01-04,Hostel B Mess,Breakfast,Upma,85.93,0,0,0,25.48,2.4,54.63,324,296,110.45,86.67,23.78,90,Saturday,5,1,1,4,0.3,104.97600000000001,0.21530104119511093
2025-01-04,Hostel B Mess,Dinner,Chole_Bhature,85.93,0,0,0,25.48,2.4,54.63,654,594,289.19,221.44,67.75,105,Saturday,5,1,1,4,0.4,282.528,0.23427504408866143
2025-01-04,Hostel B Mess,Lunch,Rajma_Rice,85.93,0,0,0,25.48,2.4,54.63,745,724,380.56,305.51,75.05000000000001,110,Saturday,5,1,1,4,0.45,362.07000000000005,0.19720937565692667
2025-01-04,North Mess,Breakfast,Upma,86.91,0,0,0,25.48,2.4,54.63,315,306,105.85,88.58,17.269999999999996,90,Saturday,5,1,1,4,0.3,102.06,0.1631554085970713
2025-01-04,North Mess,Dinner,Khichdi,86.91,0,0,0,25.48,2.4,54.63,494,462,218.85,173.46,45.389999999999986,105,Saturday,5,1,1,4,0.4,213.40800000000004,0.20740233036326244
2025-01-04,North Mess,Lunch,Veg_Pulao,86.91,0,0,0,25.48,2.4,54.63,630,575,311.35,247.36,63.99000000000001,110,Saturday,5,1,1,4,0.45,306.18,0.20552432953268027
2025-01-04,South Mess,Breakfast,Upma,80.42,0,0,0,25.48,2.4,54.63,270,253,86.75,71.78,14.969999999999999,90,Saturday,5,1,1,4,0.3,87.48,0.17256484149855905
2025-01-04,South Mess,Dinner,Fried_Rice,80.42,0,0,0,25.48,2.4,54.63,527,518,230.46,195.39,35.07000000000002,105,Saturday,5,1,1,4,0.4,227.66400000000002,0.15217391304347835
2025-01-04,South Mess,Lunch,Rajma_Rice,80.42,0,0,0,25.48,2.4,54.63,605,565,302.66,239.19,63.47000000000003,110,Saturday,5,1,1,4,0.45,294.03000000000003,0.2097072622744995
2025-01-05,Academic Block Mess,Breakfast,Idli_Dosa,84.31,0,0,0,27.62,7.11,72.73,300,294,100.25,82.21,18.040000000000006,90,Sunday,6,1,1,4,0.3,97.2,0.17995012468827937
2025-01-05,Academic Block Mess,Dinner,Chole_Bhature,84.31,0,0,0,27.62,7.11,72.73,514,489,218.57,192.9,25.669999999999987,105,Sunday,6,1,1,4,0.4,222.04800000000003,0.11744521206020948
2025-01-05,Academic Block Mess,Lunch,Paneer_Roti,84.31,0,0,0,27.62,7.11,72.73,551,505,282.22,216.36,65.86000000000001,110,Sunday,6,1,1,4,0.45,267.78600000000006,0.23336404223655308
2025-01-05,Central Mess,Breakfast,Sandwich,80.63,0,0,0,27.62,7.11,72.73,341,328,113.39,97.01,16.379999999999995,90,Sunday,6,1,1,4,0.3,110.48400000000001,0.14445718317311929
2025-01-05,Central Mess,Dinner,Roti_Dal,80.63,0,0,0,27.62,7.11,72.73,644,596,277.54,226.47,51.07000000000002,105,Sunday,6,1,1,4,0.4,278.208,0.18400951214239394
2025-01-05,Central Mess,Lunch,Rice_Dal,80.63,0,0,0,27.62,7.11,72.73,717,671,352.55,280.31,72.24000000000001,110,Sunday,6,1,1,4,0.45,348.46200000000005,0.2049071053751241
2025-01-05,Hostel A Mess,Breakfast,Idli_Dosa,86.45,0,0,0,27.62,7.11,72.73,322,291,101.48,80.63,20.85000000000001,90,Sunday,6,1,1,4,0.3,104.328,0.20545920378399693
2025-01-05,Hostel A Mess,Dinner,Fried_Rice,86.45,0,0,0,27.62,7.11,72.73,500,492,223.9,190.67,33.23000000000002,105,Sunday,6,1,1,4,0.4,216.0,0.14841447074586878
2025-01-05,Hostel A Mess,Lunch,Veg_Pulao,86.45,0,0,0,27.62,7.11,72.73,502,488,242.05,215.09,26.960000000000008,110,Sunday,6,1,1,4,0.45,243.972,0.11138194587895066
2025-01-05,Hostel B Mess,Breakfast,Idli_Dosa,88.98,0,0,0,27.62,7.11,72.73,393,358,129.15,104.41,24.74000000000001,90,Sunday,6,1,1,4,0.3,127.332,0.19156020131629894
2025-01-05,Hostel B Mess,Dinner,Pasta,88.98,0,0,0,27.62,7.11,72.73,587,566,267.25,217.98,49.27000000000001,105,Sunday,6,1,1,4,0.4,253.58400000000003,0.1843592142188962
2025-01-05,Hostel B Mess,Lunch,Rajma_Rice,88.98,0,0,0,27.62,7.11,72.73,715,653,359.11,274.31,84.80000000000001,110,Sunday,6,1,1,4,0.45,347.49,0.2361393444905461
2025-01-05,North Mess,Breakfast,Upma,93.98,0,0,0,27.62,7.11,72.73,312,297,104.06,82.05,22.010000000000005,90,Sunday,6,1,1,4,0.3,101.088,0.21151258889102445
2025-01-05,North Mess,Dinner,Fried_Rice,93.98,0,0,0,27.62,7.11,72.73,598,588,267.98,218.2,49.78000000000003,105,Sunday,6,1,1,4,0.4,258.336,0.18576013135308614
2025-01-05,North Mess,Lunch,Paneer_Roti,93.98,0,0,0,27.62,7.11,72.73,762,742,369.16,317.91,51.25,110,Sunday,6,1,1,4,0.45,370.33200000000005,0.13882869216599847
2025-01-05,South Mess,Breakfast,Paratha,70.79,0,0,0,27.62,7.11,72.73,328,304,110.73,84.58,26.150000000000006,90,Sunday,6,1,1,4,0.3,106.27199999999999,0.23616002889912405
2025-01-05,South Mess,Dinner,Khichdi,70.79,0,0,0,27.62,7.11,72.73,468,431,198.97,167.98,30.99000000000001,105,Sunday,6,1,1,4,0.4,202.17600000000004,0.15575212343569386
2025-01-05,South Mess,Lunch,Paneer_Roti,70.79,0,0,0,27.62,7.11,72.73,587,563,279.51,248.99,30.519999999999982,110,Sunday,6,1,1,4,0.45,285.28200000000004,0.10919108439769591
2025-01-06,Academic Block Mess,Breakfast,Sandwich,89.09,0,0,0,26.22,0.0,57.71,363,340,115.13,99.23,15.899999999999991,90,Monday,0,1,0,4,0.3,117.612,0.13810475115087287
2025-01-06,Academic Block Mess,Dinner,Fried_Rice,89.09,0,0,0,26.22,0.0,57.71,602,554,259.17,211.48,47.690000000000026,105,Monday,0,1,0,4,0.4,260.064,0.1840104950418645
2025-01-06,Academic Block Mess,Lunch,Rice_Dal,89.09,0,0,0,26.22,0.0,57.71,699,659,334.54,276.58,57.960000000000036,110,Monday,0,1,0,4,0.45,339.71400000000006,0.17325282477431708
2025-01-06,Central Mess,Breakfast,Upma,88.15,0,0,0,26.22,0.0,57.71,425,386,136.67,113.37,23.299999999999983,90,Monday,0,1,0,4,0.3,137.70000000000002,0.1704836467403233
2025-01-06,Central Mess,Dinner,Pasta,88.15,0,0,0,26.22,0.0,57.71,767,728,331.49,285.12,46.370000000000005,105,Monday,0,1,0,4,0.4,331.34400000000005,0.1398835560650397
2025-01-06,Central Mess,Lunch,Veg_Pulao,88.15,0,0,0,26.22,0.0,57.71,896,860,451.04,357.61,93.43,110,Monday,0,1,0,4,0.45,435.456,0.20714349059950338
2025-01-06,Hostel A Mess,Breakfast,Paratha,84.68,0,0,0,26.22,0.0,57.71,432,418,136.25,122.63,13.620000000000005,90,Monday,0,1,0,4,0.3,139.968,0.0999633027522936
2025-01-06,Hostel A Mess,Dinner,Pasta,84.68,0,0,0,26.22,0.0,57.71,544,537,247.98,209.23,38.75,105,Monday,0,1,0,4,0.4,235.00800000000004,0.15626260182272764
2025-01-06,Hostel A Mess,Lunch,Rice_Dal,84.68,0,0,0,26.22,0.0,57.71,686,640,328.4,277.07,51.329999999999984,110,Monday,0,1,0,4,0.45,333.396,0.15630328867235074
2025-01-06,Hostel B Mess,Breakfast,Idli_Dosa,79.61,0,0,0,26.22,0.0,57.71,495,477,161.11,138.07,23.04000000000002,90,Monday,0,1,0,4,0.3,160.38000000000002,0.14300788281298504
2025-01-06,Hostel B Mess,Dinner,Roti_Dal,79.61,0,0,0,26.22,0.0,57.71,808,799,355.53,312.8,42.72999999999996,105,Monday,0,1,0,4,0.4,349.0560000000001,0.12018676342362097
2025-01-06,Hostel B Mess,Lunch,Biryani,79.61,0,0,0,26.22,0.0,57.71,992,940,475.3,394.07,81.23000000000002,110,Monday,0,1,0,4,0.45,482.1120000000001,0.17090258783925946
2025-01-06,North Mess,Breakfast,Paratha,80.95,0,0,0,26.22,0.0,57.71,504,480,166.46,139.56,26.900000000000006,90,Monday,0,1,0,4,0.3,163.296,0.1616003844767512
2025-01-06,North Mess,Dinner,Fried_Rice,80.95,0,0,0,26.22,0.0,57.71,691,661,299.19,252.74,46.44999999999999,105,Monday,0,1,0,4,0.4,298.51200000000006,0.15525251512416854
2025-01-06,North Mess,Lunch,Rajma_Rice,80.95,0,0,0,26.22,0.0,57.71,865,829,419.79,363.77,56.02000000000004,110,Monday,0,1,0,4,0.45,420.39000000000004,0.133447676219062
2025-01-06,South Mess,Breakfast,Paratha,89.58,0,0,0,26.22,0.0,57.71,452,444,148.53,127.4,21.129999999999995,90,Monday,0,1,0,4,0.3,146.448,0.1422608227294149
2025-01-06,South Mess,Dinner,Pasta,89.58,0,0,0,26.22,0.0,57.71,669,653,282.32,245.43,36.889999999999986,105,Monday,0,1,0,4,0.4,289.00800000000004,0.13066732785491636
2025-01-06,South Mess,Lunch,Biryani,89.58,0,0,0,26.22,0.0,57.71,871,850,428.98,355.0,73.98000000000002,110,Monday,0,1,0,4,0.45,423.30600000000004,0.17245559233530705
2025-01-07,Academic Block Mess,Breakfast,Poha,76.07,0,0,0,27.68,3.44,58.6,344,317,114.14,93.2,20.939999999999998,90,Tuesday,1,1,0,4,0.3,111.45600000000002,0.18345891011039073
2025-01-07,Academic Block Mess,Dinner,Pasta,76.07,0,0,0,27.68,3.44,58.6,545,523,233.56,204.95,28.610000000000014,105,Tuesday,1,1,0,4,0.4,235.44000000000003,0.12249529028943318
2025-01-07,Academic Block Mess,Lunch,Veg_Pulao,76.07,0,0,0,27.68,3.44,58.6,627,593,313.46,246.06,67.39999999999998,110,Tuesday,1,1,0,4,0.45,304.72200000000004,0.2150194602182096
2025-01-07,Central Mess,Breakfast,Paratha,90.54,0,0,0,27.68,3.44,58.6,602,558,199.23,158.66,40.56999999999999,90,Tuesday,1,1,0,4,0.3,195.048,0.20363399086482958
2025-01-07,Central Mess,Dinner,Fried_Rice,90.54,0,0,0,27.68,3.44,58.6,777,756,354.28,284.48,69.79999999999995,105,Tuesday,1,1,0,4,0.4,335.66400000000004,0.1970193067630122
2025-01-07,Central Mess,Lunch,Rice_Dal,90.54,0,0,0,27.68,3.44,58.6,951,872,452.61,370.4,82.21000000000004,110,Tuesday,1,1,0,4,0.45,462.18600000000004,0.18163540354830876
2025-01-07,Hostel A Mess,Breakfast,Paratha,83.66,0,0,0,27.68,3.44,58.6,399,369,133.59,107.66,25.930000000000007,90,Tuesday,1,1,0,4,0.3,129.27599999999998,0.19410135489183328
2025-01-07,Hostel A Mess,Dinner,Khichdi,83.66,0,0,0,27.68,3.44,58.6,601,566,273.58,214.81,58.76999999999998,105,Tuesday,1,1,0,4,0.4,259.632,0.21481833467358719
2025-01-07,Hostel A Mess,Lunch,Veg_Pulao,83.66,0,0,0,27.68,3.44,58.6,675,615,320.06,269.67,50.389999999999986,110,Tuesday,1,1,0,4,0.45,328.05,0.15743923014434788
2025-01-07,Hostel B Mess,Breakfast,Paratha,79.59,0,0,0,27.68,3.44,58.6,530,503,178.43,148.6,29.830000000000013,90,Tuesday,1,1,0,4,0.3,171.72,0.1671804068822508
2025-01-07,Hostel B Mess,Dinner,Khichdi,79.59,0,0,0,27.68,3.44,58.6,717,691,321.11,271.03,50.08000000000004,105,Tuesday,1,1,0,4,0.4,309.744,0.15595901715922905
2025-01-07,Hostel B Mess,Lunch,Rajma_Rice,79.59,0,0,0,27.68,3.44,58.6,927,865,439.84,361.09,78.75,110,Tuesday,1,1,0,4,0.45,450.52200000000005,0.17904237904692616
2025-01-07,North Mess,Breakfast,Idli_Dosa,78.04,0,0,0,27.68,3.44,58.6,467,447,149.34,126.55,22.790000000000006,90,Tuesday,1,1,0,4,0.3,151.308,0.1526047944288202
2025-01-07,North Mess,Dinner,Chole_Bhature,78.04,0,0,0,27.68,3.44,58.6,769,693,330.68,268.67,62.00999999999999,105,Tuesday,1,1,0,4,0.4,332.208,0.18752268053707508
2025-01-07,North Mess,Lunch,Biryani,78.04,0,0,0,27.68,3.44,58.6,938,846,478.44,362.19,116.25,110,Tuesday,1,1,0,4,0.45,455.86800000000005,0.24297717582141962
2025-01-07,South Mess,Breakfast,Poha,83.43,0,0,0,27.68,3.44,58.6,374,357,122.63,104.24,18.39,90,Tuesday,1,1,0,4,0.3,121.17600000000002,0.14996330424855256
2025-01-07,South Mess,Dinner,Khichdi,83.43,0,0,0,27.68,3.44,58.6,634,612,276.32,234.69,41.629999999999995,105,Tuesday,1,1,0,4,0.4,273.88800000000003,0.1506586566299942
2025-01-07,South Mess,Lunch,Paneer_Roti,83.43,0,0,0,27.68,3.44,58.6,741,731,373.59,322.59,51.0,110,Tuesday,1,1,0,4,0.45,360.12600000000003,0.1365132899702883
2025-01-08,Academic Block Mess,Breakfast,Paratha,85.34,0,0,0,24.85,0.0,59.13,404,364,128.48,107.06,21.419999999999987,90,Wednesday,2,1,0,4,0.3,130.896,0.16671855541718547
2025-01-08,Academic Block Mess,Dinner,Chole_Bhature,85.34,0,0,0,24.85,0.0,59.13,658,642,282.53,242.05,40.47999999999996,105,Wednesday,2,1,0,4,0.4,284.25600000000003,0.14327682016069077
2025-01-08,Academic Block Mess,Lunch,Biryani,85.34,0,0,0,24.85,0.0,59.13,751,710,369.74,301.39,68.35000000000002,110,Wednesday,2,1,0,4,0.45,364.986,0.18485963109211884
2025-01-08,Central Mess,Breakfast,Paratha,71.15,0,0,0,24.85,0.0,59.13,487,468,156.41,132.42,23.99000000000001,90,Wednesday,2,1,0,4,0.3,157.788,0.1533789399654754
2025-01-08,Central Mess,Dinner,Khichdi,71.15,0,0,0,24.85,0.0,59.13,736,672,333.47,247.47,86.00000000000003,105,Wednesday,2,1,0,4,0.4,317.95200000000006,0.25789426335202575
2025-01-08,Central Mess,Lunch,Biryani,71.15,0,0,0,24.85,0.0,59.13,940,885,471.24,370.58,100.66000000000003,110,Wednesday,2,1,0,4,0.45,456.84000000000003,0.21360665478312543
2025-01-08,Hostel A Mess,Breakfast,Upma,86.63,0,0,0,24.85,0.0,59.13,372,357,125.36,105.3,20.060000000000002,90,Wednesday,2,1,0,4,0.3,120.528,0.16001914486279517
2025-01-08,Hostel A Mess,Dinner,Chole_Bhature,86.63,0,0,0,24.85,0.0,59.13,700,662,304.91,244.28,60.630000000000024,105,Wednesday,2,1,0,4,0.4,302.40000000000003,0.1988455609852088
