date,mess_name,meal_type,menu_name,hostel_occupancy_pct,exam_day,holiday,special_event,temperature_c,rainfall_mm,humidity_pct,students_expected,students_present,food_prepared_kg,food_consumed_kg,food_wasted_kg,food_cost_per_kg,day_of_week,day_of_week_num,month,is_weekend,semester,portion_kg,planned_preparation_kg,waste_rate,anomaly,anomaly_score
2025-01-01,North Mess,Lunch,Rajma_Rice,81.98,0,0,0,28.81,0.08,58.53,891,820,441.01,341.13,99.88,110,Wednesday,2,1,0,4,0.45,433.026,0.22648012516722976,1,0.013972675141408541
2025-01-01,South Mess,Breakfast,Upma,81.3,0,0,0,28.81,0.08,58.53,365,335,119.57,92.77,26.8,90,Wednesday,2,1,0,4,0.3,118.26,0.22413648908589112,1,0.10470142372029234
2025-01-01,South Mess,Dinner,Roti_Dal,81.3,0,0,0,28.81,0.08,58.53,657,619,280.42,230.04,50.38000000000002,105,Wednesday,2,1,0,4,0.4,283.824,0.17965908280436493,1,0.16108885895996933
2025-01-01,South Mess,Lunch,Rajma_Rice,81.3,0,0,0,28.81,0.08,58.53,799,773,408.84,327.96,80.88,110,Wednesday,2,1,0,4,0.45,388.314,0.19782800117405341,1,0.11631460698171237
2025-01-02,Academic Block Mess,Breakfast,Upma,79.64,0,0,0,24.86,5.04,65.16,316,300,102.7,88.03,14.670000000000002,90,Thursday,3,1,0,4,0.3,102.384,0.14284323271665045,1,0.09039993437105892
2025-01-02,Academic Block Mess,Dinner,Pasta,79.64,0,0,0,24.86,5.04,65.16,560,551,238.52,203.46,35.06,105,Thursday,3,1,0,4,0.4,241.92,0.14698977024987422,1,0.12974751967742532
2025-01-02,Academic Block Mess,Lunch,Biryani,79.64,0,0,0,24.86,5.04,65.16,757,703,386.9,297.48,89.41999999999996,110,Thursday,3,1,0,4,0.45,367.902,0.23111915223571974,1,0.05936526818179466
2025-01-02,Central Mess,Breakfast,Paratha,76.01,0,0,0,24.86,5.04,65.16,501,491,167.94,144.7,23.24000000000001,90,Thursday,3,1,0,4,0.3,162.32399999999998,0.13838275574609984,1,0.12126694706890923
2025-01-02,Central Mess,Dinner,Khichdi,76.01,0,0,0,24.86,5.04,65.16,764,694,341.42,260.49,80.93,105,Thursday,3,1,0,4,0.4,330.04800000000006,0.23703942358385566,1,0.07091348515657969
2025-01-02,Central Mess,Lunch,Biryani,76.01,0,0,0,24.86,5.04,65.16,1008,936,507.8,407.01,100.79000000000002,110,Thursday,3,1,0,4,0.45,489.888,0.19848365498227652,-1,-0.01749136952317565
2025-01-02,Hostel A Mess,Breakfast,Paratha,80.19,0,0,0,24.86,5.04,65.16,420,379,143.17,108.44,34.72999999999999,90,Thursday,3,1,0,4,0.3,136.08,0.24257875253195496,1,0.07131210275930921
2025-01-02,Hostel A Mess,Dinner,Chole_Bhature,80.19,0,0,0,24.86,5.04,65.16,670,632,287.84,238.44,49.39999999999998,105,Thursday,3,1,0,4,0.4,289.44,0.17162312395775425,1,0.16485478807885084
2025-01-02,Hostel A Mess,Lunch,Biryani,80.19,0,0,0,24.86,5.04,65.16,792,719,389.83,308.78,81.05000000000001,110,Thursday,3,1,0,4,0.45,384.912,0.20791114075366188,1,0.1184922163775427
2025-01-02,Hostel B Mess,Breakfast,Upma,80.06,0,0,0,24.86,5.04,65.16,421,380,142.01,112.03,29.97999999999999,90,Thursday,3,1,0,4,0.3,136.404,0.2111118935286247,1,0.13568542306556775
2025-01-02,Hostel B Mess,Dinner,Roti_Dal,80.06,0,0,0,24.86,5.04,65.16,793,766,355.0,284.2,70.80000000000001,105,Thursday,3,1,0,4,0.4,342.5760000000001,0.1994366197183099,1,0.13630537937716347
2025-01-02,Hostel B Mess,Lunch,Rajma_Rice,80.06,0,0,0,24.86,5.04,65.16,881,802,440.26,339.13,101.13,110,Thursday,3,1,0,4,0.45,428.166,0.22970517421523645,1,0.008909064476800399
2025-01-02,North Mess,Breakfast,Poha,88.63,0,0,0,24.86,5.04,65.16,458,431,147.64,119.83,27.809999999999988,90,Thursday,3,1,0,4,0.3,148.39200000000002,0.18836358710376586,1,0.1517824110661064
2025-01-02,North Mess,Dinner,Khichdi,88.63,0,0,0,24.86,5.04,65.16,686,670,306.85,260.06,46.79000000000002,105,Thursday,3,1,0,4,0.4,296.35200000000003,0.1524849274890012,1,0.14644781597967915
2025-01-02,North Mess,Lunch,Paneer_Roti,88.63,0,0,0,24.86,5.04,65.16,905,852,435.03,360.94,74.08999999999997,110,Thursday,3,1,0,4,0.45,439.83,0.17031009355676616,1,0.09603905739163182
2025-01-02,South Mess,Breakfast,Paratha,83.3,0,0,0,24.86,5.04,65.16,441,420,146.65,116.66,29.99000000000001,90,Thursday,3,1,0,4,0.3,142.884,0.20450051142175252,1,0.14483842313732742
2025-01-02,South Mess,Dinner,Chole_Bhature,83.3,0,0,0,24.86,5.04,65.16,782,745,333.24,293.46,39.78000000000003,105,Thursday,3,1,0,4,0.4,337.824,0.11937342455887658,1,0.07670707109049413
2025-01-02,South Mess,Lunch,Paneer_Roti,83.3,0,0,0,24.86,5.04,65.16,815,770,395.98,322.29,73.69,110,Thursday,3,1,0,4,0.45,396.09,0.1860952573362291,1,0.13334939923721933
2025-01-03,Academic Block Mess,Breakfast,Upma,96.73,0,0,0,30.46,0.14,54.67,343,313,115.68,88.43,27.25,90,Friday,4,1,0,4,0.3,111.132,0.23556362378976486,1,0.06014954102379999
2025-01-03,Academic Block Mess,Dinner,Chole_Bhature,96.73,0,0,0,30.46,0.14,54.67,661,596,278.94,222.24,56.69999999999999,105,Friday,4,1,0,4,0.4,285.5520000000001,0.203269520326952,1,0.14882182748459788
2025-01-03,Academic Block Mess,Lunch,Rice_Dal,96.73,0,0,0,30.46,0.14,54.67,706,694,338.32,293.54,44.77999999999997,110,Friday,4,1,0,4,0.45,343.116,0.1323598959564908,1,0.12259161026484933
2025-01-03,Central Mess,Breakfast,Idli_Dosa,79.43,0,0,0,30.46,0.14,54.67,519,499,169.0,141.06,27.94,90,Friday,4,1,0,4,0.3,168.156,0.16532544378698225,1,0.13509280111371452
2025-01-03,Central Mess,Dinner,Chole_Bhature,79.43,0,0,0,30.46,0.14,54.67,984,908,433.52,344.73,88.78999999999996,105,Friday,4,1,0,4,0.4,425.0880000000001,0.20481177338992426,1,0.05376928317424812
2025-01-03,Central Mess,Lunch,Veg_Pulao,79.43,0,0,0,30.46,0.14,54.67,873,853,414.03,358.02,56.00999999999999,110,Friday,4,1,0,4,0.45,424.2780000000001,0.1352800521701326,1,0.07544314403210195
2025-01-03,Hostel A Mess,Breakfast,Upma,83.09,0,0,0,30.46,0.14,54.67,353,331,120.4,95.5,24.90000000000001,90,Friday,4,1,0,4,0.3,114.372,0.20681063122923596,1,0.11266149884187898
2025-01-03,Hostel A Mess,Dinner,Khichdi,83.09,0,0,0,30.46,0.14,54.67,608,593,272.8,222.09,50.71000000000001,105,Friday,4,1,0,4,0.4,262.65600000000006,0.18588709677419357,1,0.16592762693359325
2025-01-03,Hostel A Mess,Lunch,Rice_Dal,83.09,0,0,0,30.46,0.14,54.67,698,679,343.02,297.89,45.13,110,Friday,4,1,0,4,0.45,339.22800000000007,0.1315666724972305,1,0.11873429285816856
2025-01-03,Hostel B Mess,Breakfast,Idli_Dosa,81.39,0,0,0,30.46,0.14,54.67,473,463,156.7,131.8,24.899999999999977,90,Friday,4,1,0,4,0.3,153.252,0.1589023611997446,1,0.1422019451968563
2025-01-03,Hostel B Mess,Dinner,Fried_Rice,81.39,0,0,0,30.46,0.14,54.67,813,749,363.29,292.76,70.53000000000003,105,Friday,4,1,0,4,0.4,351.21600000000007,0.1941424206556746,1,0.13669448684901297
2025-01-03,Hostel B Mess,Lunch,Rice_Dal,81.39,0,0,0,30.46,0.14,54.67,918,880,466.01,376.9,89.11000000000001,110,Friday,4,1,0,4,0.45,446.1480000000001,0.1912190725520912,1,0.058516984866389454
2025-01-03,North Mess,Breakfast,Upma,77.73,0,0,0,30.46,0.14,54.67,400,378,127.55,104.44,23.11,90,Friday,4,1,0,4,0.3,129.60000000000002,0.18118384947079577,1,0.1503757173589158
2025-01-03,North Mess,Dinner,Fried_Rice,77.73,0,0,0,30.46,0.14,54.67,690,657,294.76,256.57,38.19,105,Friday,4,1,0,4,0.4,298.08000000000004,0.1295630343330167,1,0.11476518994687435
2025-01-03,North Mess,Lunch,Paneer_Roti,77.73,0,0,0,30.46,0.14,54.67,923,842,461.45,351.82,109.63,110,Friday,4,1,0,4,0.45,448.578,0.23757720229710694,-1,-0.04189555572303616
2025-01-03,South Mess,Breakfast,Paratha,86.79,0,0,0,30.46,0.14,54.67,426,388,135.61,114.65,20.960000000000008,90,Friday,4,1,0,4,0.3,138.024,0.1545608730919549,1,0.1448184840568431
2025-01-03,South Mess,Dinner,Fried_Rice,86.79,0,0,0,30.46,0.14,54.67,658,647,276.95,248.15,28.799999999999983,105,Friday,4,1,0,4,0.4,284.25600000000003,0.10398988987181797,1,0.03024286502548157
2025-01-03,South Mess,Lunch,Rice_Dal,86.79,0,0,0,30.46,0.14,54.67,764,721,381.5,320.2,61.30000000000001,110,Friday,4,1,0,4,0.45,371.304,0.16068152031454785,1,0.1426137350378297
2025-01-04,Academic Block Mess,Breakfast,Idli_Dosa,88.05,0,0,0,25.48,2.4,54.63,275,260,92.3,76.12,16.179999999999993,90,Saturday,5,1,1,4,0.3,89.10000000000001,0.1752979414951245,1,0.09567443038143864
2025-01-04,Academic Block Mess,Dinner,Pasta,88.05,0,0,0,25.48,2.4,54.63,474,455,206.22,177.3,28.919999999999987,105,Saturday,5,1,1,4,0.4,204.76800000000003,0.1402385801571137,1,0.1388900287181296
2025-01-04,Academic Block Mess,Lunch,Rajma_Rice,88.05,0,0,0,25.48,2.4,54.63,591,564,301.54,235.62,65.92000000000002,110,Saturday,5,1,1,4,0.45,287.226,0.21861112953505343,1,0.11875754795968141
2025-01-04,Central Mess,Breakfast,Idli_Dosa,86.34,0,0,0,25.48,2.4,54.63,424,416,142.29,117.18,25.109999999999985,90,Saturday,5,1,1,4,0.3,137.376,0.17647058823529402,1,0.15259963329943188
2025-01-04,Central Mess,Dinner,Fried_Rice,86.34,0,0,0,25.48,2.4,54.63,606,566,270.44,217.05,53.38999999999999,105,Saturday,5,1,1,4,0.4,261.79200000000003,0.1974190208549031,1,0.1497535077716881
2025-01-04,Central Mess,Lunch,Paneer_Roti,86.34,0,0,0,25.48,2.4,54.63,775,708,370.83,313.99,56.839999999999975,110,Saturday,5,1,1,4,0.45,376.65,0.15327778227220012,1,0.14320241529657096
2025-01-04,Hostel A Mess,Breakfast,Upma,84.47,0,0,0,25.48,2.4,54.63,280,272,92.23,78.69,13.540000000000006,90,Saturday,5,1,1,4,0.3,90.72,0.1468068958039684,1,0.07496127642513506
2025-01-04,Hostel A Mess,Dinner,Chole_Bhature,84.47,0,0,0,25.48,2.4,54.63,551,526,233.31,204.26,29.05000000000001,105,Saturday,5,1,1,4,0.4,238.032,0.12451245124512456,1,0.10136662625965837
2025-01-04,Hostel A Mess,Lunch,Veg_Pulao,84.47,0,0,0,25.48,2.4,54.63,523,505,251.4,220.12,31.28,110,Saturday,5,1,1,4,0.45,254.178,0.12442322991249005,1,0.09886258844317808
2025-01-04,Hostel B Mess,Breakfast,Upma,85.93,0,0,0,25.48,2.4,54.63,324,296,110.45,86.67,23.78,90,Saturday,5,1,1,4,0.3,104.976,0.21530104119511093,1,0.09645539371279832
2025-01-04,Hostel B Mess,Dinner,Chole_Bhature,85.93,0,0,0,25.48,2.4,54.63,654,594,289.19,221.44,67.75,105,Saturday,5,1,1,4,0.4,282.528,0.23427504408866143,1,0.0792553917878569
2025-01-04,Hostel B Mess,Lunch,Rajma_Rice,85.93,0,0,0,25.48,2.4,54.63,745,724,380.56,305.51,75.05000000000001,110,Saturday,5,1,1,4,0.45,362.0700000000001,0.19720937565692667,1,0.13185991826734017
2025-01-04,North Mess,Breakfast,Upma,86.91,0,0,0,25.48,2.4,54.63,315,306,105.85,88.58,17.269999999999996,90,Saturday,5,1,1,4,0.3,102.06,0.1631554085970713,1,0.1322017822506315
2025-01-04,North Mess,Dinner,Khichdi,86.91,0,0,0,25.48,2.4,54.63,494,462,218.85,173.46,45.38999999999999,105,Saturday,5,1,1,4,0.4,213.40800000000004,0.20740233036326247,1,0.10897407722876873
2025-01-04,North Mess,Lunch,Veg_Pulao,86.91,0,0,0,25.48,2.4,54.63,630,575,311.35,247.36,63.99000000000001,110,Saturday,5,1,1,4,0.45,306.18,0.20552432953268027,1,0.1291774301128022
2025-01-04,South Mess,Breakfast,Upma,80.42,0,0,0,25.48,2.4,54.63,270,253,86.75,71.78,14.97,90,Saturday,5,1,1,4,0.3,87.48,0.17256484149855908,1,0.0823498689224123
2025-01-04,South Mess,Dinner,Fried_Rice,80.42,0,0,0,25.48,2.4,54.63,527,518,230.46,195.39,35.07000000000002,105,Saturday,5,1,1,4,0.4,227.664,0.15217391304347835,1,0.13773028538827148
2025-01-04,South Mess,Lunch,Rajma_Rice,80.42,0,0,0,25.48,2.4,54.63,605,565,302.66,239.19,63.47000000000003,110,Saturday,5,1,1,4,0.45,294.03000000000003,0.2097072622744995,1,0.12505462228787212
2025-01-05,Academic Block Mess,Breakfast,Idli_Dosa,84.31,0,0,0,27.62,7.11,72.73,300,294,100.25,82.21,18.040000000000006,90,Sunday,6,1,1,4,0.3,97.2,0.17995012468827937,1,0.11569013985729487
2025-01-05,Academic Block Mess,Dinner,Chole_Bhature,84.31,0,0,0,27.62,7.11,72.73,514,489,218.57,192.9,25.669999999999987,105,Sunday,6,1,1,4,0.4,222.04800000000003,0.11744521206020948,1,0.09126004651921049
2025-01-05,Academic Block Mess,Lunch,Paneer_Roti,84.31,0,0,0,27.62,7.11,72.73,551,505,282.22,216.36,65.86000000000001,110,Sunday,6,1,1,4,0.45,267.78600000000006,0.23336404223655308,1,0.06404762535238218
2025-01-05,Central Mess,Breakfast,Sandwich,80.63,0,0,0,27.62,7.11,72.73,341,328,113.39,97.01,16.379999999999995,90,Sunday,6,1,1,4,0.3,110.484,0.14445718317311929,1,0.10604399731945158
2025-01-05,Central Mess,Dinner,Roti_Dal,80.63,0,0,0,27.62,7.11,72.73,644,596,277.54,226.47,51.07000000000002,105,Sunday,6,1,1,4,0.4,278.208,0.18400951214239394,1,0.1634777872993609
2025-01-05,Central Mess,Lunch,Rice_Dal,80.63,0,0,0,27.62,7.11,72.73,717,671,352.55,280.31,72.24000000000001,110,Sunday,6,1,1,4,0.45,348.46200000000005,0.2049071053751241,1,0.13265026638940763
2025-01-05,Hostel A Mess,Breakfast,Idli_Dosa,86.45,0,0,0,27.62,7.11,72.73,322,291,101.48,80.63,20.85000000000001,90,Sunday,6,1,1,4,0.3,104.328,0.20545920378399693,1,0.09734932233286098
2025-01-05,Hostel A Mess,Dinner,Fried_Rice,86.45,0,0,0,27.62,7.11,72.73,500,492,223.9,190.67,33.23000000000002,105,Sunday,6,1,1,4,0.4,216.0,0.14841447074586878,1,0.13724256358183456
2025-01-05,Hostel A Mess,Lunch,Veg_Pulao,86.45,0,0,0,27.62,7.11,72.73,502,488,242.05,215.09,26.960000000000008,110,Sunday,6,1,1,4,0.45,243.972,0.11138194587895066,1,0.06921272949724966
2025-01-05,Hostel B Mess,Breakfast,Idli_Dosa,88.98,0,0,0,27.62,7.11,72.73,393,358,129.15,104.41,24.74000000000001,90,Sunday,6,1,1,4,0.3,127.332,0.19156020131629894,1,0.1490379135690041
2025-01-05,Hostel B Mess,Dinner,Pasta,88.98,0,0,0,27.62,7.11,72.73,587,566,267.25,217.98,49.27000000000001,105,Sunday,6,1,1,4,0.4,253.58400000000003,0.1843592142188962,1,0.16552166583492312
2025-01-05,Hostel B Mess,Lunch,Rajma_Rice,88.98,0,0,0,27.62,7.11,72.73,715,653,359.11,274.31,84.80000000000001,110,Sunday,6,1,1,4,0.45,347.49,0.2361393444905461,1,0.05327293057189675
2025-01-05,North Mess,Breakfast,Upma,93.98,0,0,0,27.62,7.11,72.73,312,297,104.06,82.05,22.010000000000005,90,Sunday,6,1,1,4,0.3,101.088,0.21151258889102445,1,0.09247458927502061
2025-01-05,North Mess,Dinner,Fried_Rice,93.98,0,0,0,27.62,7.11,72.73,598,588,267.98,218.2,49.78000000000003,105,Sunday,6,1,1,4,0.4,258.336,0.18576013135308614,1,0.16353588995369905
2025-01-05,North Mess,Lunch,Paneer_Roti,93.98,0,0,0,27.62,7.11,72.73,762,742,369.16,317.91,51.25,110,Sunday,6,1,1,4,0.45,370.3320000000001,0.13882869216599847,1,0.13054974820433407
2025-01-05,South Mess,Breakfast,Paratha,70.79,0,0,0,27.62,7.11,72.73,328,304,110.73,84.58,26.15000000000001,90,Sunday,6,1,1,4,0.3,106.272,0.23616002889912407,1,0.0548331733738745
2025-01-05,South Mess,Dinner,Khichdi,70.79,0,0,0,27.62,7.11,72.73,468,431,198.97,167.98,30.99000000000001,105,Sunday,6,1,1,4,0.4,202.17600000000004,0.15575212343569386,1,0.15056430984124125
2025-01-05,South Mess,Lunch,Paneer_Roti,70.79,0,0,0,27.62,7.11,72.73,587,563,279.51,248.99,30.519999999999985,110,Sunday,6,1,1,4,0.45,285.28200000000004,0.10919108439769593,1,0.06455434140389527
2025-01-06,Academic Block Mess,Breakfast,Sandwich,89.09,0,0,0,26.22,0.0,57.71,363,340,115.13,99.23,15.899999999999991,90,Monday,0,1,0,4,0.3,117.612,0.13810475115087287,1,0.1022810145204856
2025-01-06,Academic Block Mess,Dinner,Fried_Rice,89.09,0,0,0,26.22,0.0,57.71,602,554,259.17,211.48,47.690000000000026,105,Monday,0,1,0,4,0.4,260.064,0.1840104950418645,1,0.16161733239834924
2025-01-06,Academic Block Mess,Lunch,Rice_Dal,89.09,0,0,0,26.22,0.0,57.71,699,659,334.54,276.58,57.96000000000004,110,Monday,0,1,0,4,0.45,339.71400000000006,0.17325282477431708,1,0.16451580704748142
2025-01-06,Central Mess,Breakfast,Upma,88.15,0,0,0,26.22,0.0,57.71,425,386,136.67,113.37,23.299999999999983,90,Monday,0,1,0,4,0.3,137.70000000000002,0.1704836467403233,1,0.15626447733210336
2025-01-06,Central Mess,Dinner,Pasta,88.15,0,0,0,26.22,0.0,57.71,767,728,331.49,285.12,46.370000000000005,105,Monday,0,1,0,4,0.4,331.34400000000005,0.1398835560650397,1,0.12553039098738666
2025-01-06,Central Mess,Lunch,Veg_Pulao,88.15,0,0,0,26.22,0.0,57.71,896,860,451.04,357.61,93.43,110,Monday,0,1,0,4,0.45,435.456,0.20714349059950338,1,0.058257678640276644
2025-01-06,Hostel A Mess,Breakfast,Paratha,84.68,0,0,0,26.22,0.0,57.71,432,418,136.25,122.63,13.620000000000005,90,Monday,0,1,0,4,0.3,139.968,0.0999633027522936,1,0.03381148465231487
2025-01-06,Hostel A Mess,Dinner,Pasta,84.68,0,0,0,26.22,0.0,57.71,544,537,247.98,209.23,38.75,105,Monday,0,1,0,4,0.4,235.00800000000004,0.15626260182272764,1,0.14532492622582188
2025-01-06,Hostel A Mess,Lunch,Rice_Dal,84.68,0,0,0,26.22,0.0,57.71,686,640,328.4,277.07,51.329999999999984,110,Monday,0,1,0,4,0.45,333.396,0.15630328867235074,1,0.14914828944049002
2025-01-06,Hostel B Mess,Breakfast,Idli_Dosa,79.61,0,0,0,26.22,0.0,57.71,495,477,161.11,138.07,23.04000000000002,90,Monday,0,1,0,4,0.3,160.38000000000002,0.14300788281298504,1,0.12586036956553404
2025-01-06,Hostel B Mess,Dinner,Roti_Dal,79.61,0,0,0,26.22,0.0,57.71,808,799,355.53,312.8,42.72999999999996,105,Monday,0,1,0,4,0.4,349.0560000000001,0.12018676342362097,1,0.0566994091324976
2025-01-06,Hostel B Mess,Lunch,Biryani,79.61,0,0,0,26.22,0.0,57.71,992,940,475.3,394.07,81.23000000000002,110,Monday,0,1,0,4,0.45,482.1120000000001,0.17090258783925946,1,0.03449827139513251
2025-01-06,North Mess,Breakfast,Paratha,80.95,0,0,0,26.22,0.0,57.71,504,480,166.46,139.56,26.90000000000001,90,Monday,0,1,0,4,0.3,163.296,0.1616003844767512,1,0.13578315571338145
2025-01-06,North Mess,Dinner,Fried_Rice,80.95,0,0,0,26.22,0.0,57.71,691,661,299.19,252.74,46.44999999999999,105,Monday,0,1,0,4,0.4,298.51200000000006,0.15525251512416854,1,0.14631797516222078
2025-01-06,North Mess,Lunch,Rajma_Rice,80.95,0,0,0,26.22,0.0,57.71,865,829,419.79,363.77,56.02000000000004,110,Monday,0,1,0,4,0.45,420.39,0.133447676219062,1,0.08293741397435095
2025-01-06,South Mess,Breakfast,Paratha,89.58,0,0,0,26.22,0.0,57.71,452,444,148.53,127.4,21.129999999999995,90,Monday,0,1,0,4,0.3,146.448,0.1422608227294149,1,0.12300723831354798
2025-01-06,South Mess,Dinner,Pasta,89.58,0,0,0,26.22,0.0,57.71,669,653,282.32,245.43,36.88999999999999,105,Monday,0,1,0,4,0.4,289.00800000000004,0.1306673278549164,1,0.10902332605536419
2025-01-06,South Mess,Lunch,Biryani,89.58,0,0,0,26.22,0.0,57.71,871,850,428.98,355.0,73.98000000000002,110,Monday,0,1,0,4,0.45,423.306,0.17245559233530705,1,0.09882933717997056
2025-01-07,Academic Block Mess,Breakfast,Poha,76.07,0,0,0,27.68,3.44,58.6,344,317,114.14,93.2,20.94,90,Tuesday,1,1,0,4,0.3,111.45600000000002,0.18345891011039075,1,0.12064410913550389
2025-01-07,Academic Block Mess,Dinner,Pasta,76.07,0,0,0,27.68,3.44,58.6,545,523,233.56,204.95,28.610000000000014,105,Tuesday,1,1,0,4,0.4,235.44000000000003,0.12249529028943318,1,0.10178623749880872
2025-01-07,Academic Block Mess,Lunch,Veg_Pulao,76.07,0,0,0,27.68,3.44,58.6,627,593,313.46,246.06,67.39999999999998,110,Tuesday,1,1,0,4,0.45,304.72200000000004,0.2150194602182096,1,0.11661437682909015
2025-01-07,Central Mess,Breakfast,Paratha,90.54,0,0,0,27.68,3.44,58.6,602,558,199.23,158.66,40.56999999999999,90,Tuesday,1,1,0,4,0.3,195.048,0.20363399086482958,1,0.11843359699017969
2025-01-07,Central Mess,Dinner,Fried_Rice,90.54,0,0,0,27.68,3.44,58.6,777,756,354.28,284.48,69.79999999999995,105,Tuesday,1,1,0,4,0.4,335.66400000000004,0.1970193067630122,1,0.13267905019988668
2025-01-07,Central Mess,Lunch,Rice_Dal,90.54,0,0,0,27.68,3.44,58.6,951,872,452.61,370.4,82.21000000000004,110,Tuesday,1,1,0,4,0.45,462.186,0.18163540354830876,1,0.08449035212507688
2025-01-07,Hostel A Mess,Breakfast,Paratha,83.66,0,0,0,27.68,3.44,58.6,399,369,133.59,107.66,25.930000000000007,90,Tuesday,1,1,0,4,0.3,129.27599999999998,0.19410135489183328,1,0.15362688176243738
2025-01-07,Hostel A Mess,Dinner,Khichdi,83.66,0,0,0,27.68,3.44,58.6,601,566,273.58,214.81,58.76999999999998,105,Tuesday,1,1,0,4,0.4,259.632,0.21481833467358719,1,0.12913375265024324
2025-01-07,Hostel A Mess,Lunch,Veg_Pulao,83.66,0,0,0,27.68,3.44,58.6,675,615,320.06,269.67,50.38999999999999,110,Tuesday,1,1,0,4,0.45,328.05,0.1574392301443479,1,0.15657977339714585
2025-01-07,Hostel B Mess,Breakfast,Paratha,79.59,0,0,0,27.68,3.44,58.6,530,503,178.43,148.6,29.830000000000013,90,Tuesday,1,1,0,4,0.3,171.72,0.1671804068822508,1,0.1355039652838408
2025-01-07,Hostel B Mess,Dinner,Khichdi,79.59,0,0,0,27.68,3.44,58.6,717,691,321.11,271.03,50.08000000000004,105,Tuesday,1,1,0,4,0.4,309.744,0.15595901715922905,1,0.15303886725308347
2025-01-07,Hostel B Mess,Lunch,Rajma_Rice,79.59,0,0,0,27.68,3.44,58.6,927,865,439.84,361.09,78.75,110,Tuesday,1,1,0,4,0.45,450.5220000000001,0.17904237904692616,1,0.09581373943978433
2025-01-07,North Mess,Breakfast,Idli_Dosa,78.04,0,0,0,27.68,3.44,58.6,467,447,149.34,126.55,22.790000000000006,90,Tuesday,1,1,0,4,0.3,151.308,0.1526047944288202,1,0.13894901825536088
